global_step,date,day_step,real_price,sim_price,best_bid,best_ask,spread_bps,imbalance,daily_sentiment,intraday_sentiment,epistemic_uncertainty,aleatoric_uncertainty,regime,total_volume,trade_count,fills_this_step
1746,2024-02-04,46,42582.88,43609.790687638524,43603.844126313794,43615.73724896325,2.727168019365081,0.05447662063779505,0.2,-0.019461367705069853,0.04448738351396972,0.164815475871243,greed,770.2866638910483,4682,11
1747,2024-02-04,47,42582.88,43609.949938499776,43603.844126313794,43616.055750685766,2.8001922472264327,0.05444526147368603,0.2,0.012311312917252648,0.05539284327767309,0.16464928928477535,greed,771.590540830882,4691,9
1748,2024-02-04,48,42582.88,43608.64894552092,43598.73850912407,43618.55938191778,4.54517011487117,0.05423469779411177,0.2,0.03316300016676309,0.055678571769056,0.15973826394290833,greed,773.0977755974684,4700,9
1749,2024-02-04,49,42582.88,43612.7901233726,43606.4665192092,43619.113727535994,2.8998851692400005,0.054189164487268356,0.2,4.824081617222503e-05,0.05315577560072372,0.1787733687598888,greed,774.4021319429057,4709,9
1750,2024-02-05,0,42708.7,43613.49123551936,43606.60046711002,43620.382003928695,3.159925158077532,0.05380808265457383,0.2,0.17084736305040493,0.04855011407426733,0.15816721627518132,greed,775.6067862433466,4716,7
1751,2024-02-05,1,42708.7,43613.919243663,43606.60046711002,43621.23802021597,3.356165499405904,0.05412221604629899,0.2,0.18269795810349607,0.056718709800330155,0.15445899646733655,greed,777.4006600561268,4725,9
1752,2024-02-05,2,42708.7,43614.71911898794,43606.60046711002,43622.83777086586,3.7228954086663935,0.055232373279809,0.2,0.16374424374876823,0.04391492059096331,0.17480227285727568,greed,779.3602029136753,4738,13
1753,2024-02-05,3,42708.7,43615.132946389116,43606.60046711002,43623.665425668216,3.912623304202287,0.05594353329986178,0.2,0.09608068199872682,0.04584830167768496,0.17624691703793777,greed,781.0924495059166,4746,8
1754,2024-02-05,4,42708.7,43615.665227701305,43606.60046711002,43624.72998829259,4.156653598636195,0.05520050110789056,0.2,0.08777157915121599,0.05922669262389613,0.16376909154196045,greed,782.8634674827673,4754,8
1755,2024-02-05,5,42708.7,43623.47338860757,43620.017740999196,43626.92903621594,1.5843064937021898,0.054516315463531216,0.2,0.1178008566921242,0.05883633000100312,0.16811232865689768,greed,784.0549850053803,4760,6
1756,2024-02-05,6,42708.7,43627.25319477939,43626.85153957483,43627.65484998394,0.18413041167679162,0.05238661338107111,0.2,0.11941611467099815,0.05711177788151127,0.16592085569290563,greed,785.9003288702769,4771,11
1757,2024-02-05,7,42708.7,43617.32582100741,43606.60046711002,43628.051174904795,4.917932814771441,0.05228932330667236,0.2,0.09903465043466715,0.05351288127729777,0.1662772635760674,greed,787.0223903003002,4779,8
1758,2024-02-05,8,42708.7,43617.754534083084,43606.60046711002,43628.908601056144,5.1144618021748105,0.05252175738520327,0.2,0.10730621236860627,0.04057141835448021,0.16892553115935335,greed,788.1487403866689,4786,7
1759,2024-02-05,9,42708.7,43619.7073498111,43610.051263916466,43629.36343570572,4.427396001165721,0.052891530099651515,0.2,0.0769350796914432,0.04585342891518848,0.16177763251083332,greed,790.1228952586582,4800,14
1760,2024-02-05,10,42708.7,43619.86378291447,43610.051263916466,43629.67630191248,4.49910575000421,0.05411350369609338,0.2,0.09925178907746751,0.05466306046213171,0.15282179460685766,greed,792.2236524465322,4812,12
1761,2024-02-05,11,42708.7,43618.11177506743,43606.07735421767,43630.146195917194,5.518084281970998,0.053440123547823605,0.2,0.08981189392542734,0.052446332744971035,0.1712015573113368,greed,794.232969641859,4824,12
1762,2024-02-05,12,42708.7,43620.37014151602,43610.08267722164,43630.65760581039,4.716816597841781,0.05397377109306834,0.2,0.07637699720085765,0.05865072171604448,0.16464313341304132,greed,795.4593514484521,4832,8
1763,2024-02-05,13,42708.7,43620.85385222061,43610.08267722164,43631.625027219576,4.938543860447685,0.05320295054892536,0.2,0.04553148814287906,0.05468544061061431,0.16113318273298616,greed,797.4653974727551,4844,12
1764,2024-02-05,14,42708.7,43619.4704911223,43606.07735421767,43632.863628026935,6.140898435417271,0.05305613951668265,0.2,0.06989353639683996,0.04978459800409226,0.1614881214687485,greed,799.392246635603,4857,13
1765,2024-02-05,15,42708.7,43619.58430709326,43606.07735421767,43633.091259968845,6.193068132193096,0.053713203590703446,0.2,0.09656011362340756,0.05649252705601786,0.16825050139595035,greed,801.1412051190139,4867,10
1766,2024-02-05,16,42708.7,43620.48857178644,43606.07735421767,43634.89978935521,6.60754523418647,0.05337253381635714,0.2,0.11012728267156341,0.05700343890410095,0.17992747778837917,greed,802.8956023710397,4878,11
1767,2024-02-05,17,42708.7,43628.357461068415,43621.607171842115,43635.10775029472,3.094450315865003,0.05320869763533,0.2,0.10745723968747124,0.056208731712312505,0.16122917980218973,greed,804.1259707282974,4885,7
1768,2024-02-05,18,42708.7,43629.611872937276,43621.607171842115,43637.616574032436,3.6693890921938066,0.052528901507959816,0.2,0.12199943598426473,0.043520793643099416,0.17359577661310774,greed,806.1450280794786,4896,11
1769,2024-02-05,19,42708.7,43627.93424809941,43618.12948417789,43637.739012020924,4.494718391093865,0.052384711015819735,0.2,0.10230901653201696,0.05828883458974677,0.17521897934457376,greed,807.4236339812729,4904,8
1770,2024-02-05,20,42708.7,43628.31539638923,43618.12948417789,43638.50130860058,4.669404316348448,0.052264730604811,0.2,0.11079276132317561,0.056114937843562404,0.16807534090724185,greed,809.1977882759319,4913,9
1771,2024-02-05,21,42708.7,43628.47665369646,43618.12948417789,43638.82382321504,4.743310017770053,0.05124137250964926,0.2,0.12086922999892001,0.05776418386428298,0.17521810868319576,greed,810.516991827495,4921,8
1772,2024-02-05,22,42708.7,43626.23043674369,43612.355818121185,43640.10505536619,6.360677273101157,0.051546631805943384,0.2,0.10751267738719915,0.04101193707353164,0.17778839885545222,greed,811.8658837661136,4930,9
1773,2024-02-05,23,42708.7,43627.919751351365,43613.955103518805,43641.884399183924,6.401702355807084,0.05066452809849825,0.2,0.10609830298747937,0.04378980291799209,0.1702916813416473,greed,813.3679553134394,4939,9
1774,2024-02-05,24,42708.7,43628.302236799296,43613.955103518805,43642.649370079795,6.576984455009724,0.04976638353982352,0.2,0.11054345717361147,0.0536210022346089,0.16118629527606532,greed,814.7486285334212,4947,8
1775,2024-02-05,25,42708.7,43634.6261051521,43625.911156088456,43643.341054215736,3.9945107092879284,0.04921947360526643,0.2,0.10050905988117319,0.04812219961005116,0.15338020579904368,greed,815.5405265379027,4953,6
1776,2024-02-05,26,42708.7,43637.33998634349,43630.73178547415,43643.94818721284,3.0286909657705054,0.04921430580089453,0.2,0.08990044377074159,0.05772737294191082,0.1751361981035809,greed,816.8448758925117,4961,8
1777,2024-02-05,27,42708.7,43637.622027473524,43630.73178547415,43644.5122694729,3.1579365140646725,0.04925986037109922,0.2,0.09267864694770367,0.05844097604254214,0.1531358366362708,greed,818.7127580741949,4970,9
1778,2024-02-05,28,42708.7,43641.14746486518,43637.39527974992,43644.899649980434,1.7195629964939967,0.049560566569487964,0.2,0.09665787346926284,0.059486989130480616,0.15138785752019998,greed,820.2552352254809,4981,11
1779,2024-02-05,29,42708.7,43641.85805682014,43637.39527974992,43646.32083389037,2.0451819738812085,0.0496006493822997,0.2,0.07584563406609456,0.04425788509319987,0.17267897546793742,greed,821.7932153198724,4994,13
1780,2024-02-05,30,42708.7,43642.03648016669,43636.390908689245,43647.68205164414,2.5872172486777893,0.05072420929720952,0.2,0.06104795880926042,0.05370881044742583,0.17337016181772114,greed,823.9744812432481,5007,13
1781,2024-02-05,31,42708.7,43644.971133578525,43640.8543007719,43649.087966385145,1.886509579315986,0.050897659798217726,0.2,0.07129174687128136,0.0578093914796778,0.16707844148851572,greed,825.0808016921351,5012,5
1782,2024-02-05,32,42708.7,43645.41705304687,43640.8543007719,43649.97980532185,2.0908276667073817,0.051685605423718826,0.2,0.08436065015645866,0.042203442405072664,0.1716386180692148,greed,827.4986092803304,5026,14
1783,2024-02-05,33,42708.7,43645.90005063782,43640.8543007719,43650.94580050374,2.3121300557741855,0.05276177799207759,0.2,0.09625417474845674,0.056998749828094476,0.17178568451586315,greed,829.4318474772422,5037,11
1784,2024-02-05,34,42708.7,43651.463305310535,43650.64718797672,43652.279422644344,0.3739243874158315,0.053012418032311916,0.2,0.08686666786254416,0.05342443112692635,0.15094337865176843,greed,830.7623188274807,5044,7
1785,2024-02-05,35,42708.7,43653.23016816279,43650.64718797672,43655.813148348854,1.1834085020132648,0.05478833555050283,0.2,0.10478268906386184,0.05671566141709203,0.16245490759812312,greed,832.8531898789357,5058,14
1786,2024-02-05,36,42708.7,43654.01313174395,43650.64718797672,43657.379075511184,1.542100496957344,0.05408682771111612,0.2,0.09131330616041794,0.059486099262209546,0.17958984520680377,greed,834.6130171129205,5067,9
1787,2024-02-05,37,42708.7,43650.75351710252,43642.415033288766,43659.09200091627,3.820545187375291,0.05300499846939992,0.2,0.10275722608804294,0.05868539582927754,0.16568192034170565,greed,836.2430315208371,5078,11
1788,2024-02-05,38,42708.7,43650.93552682815,43642.415033288766,43659.456020367536,3.903922532953808,0.052227765014370015,0.2,0.08205116076196109,0.04344892777947718,0.16738897374605455,greed,837.6023435724182,5086,8
1789,2024-02-05,39,42708.7,43651.23930147722,43642.415033288766,43660.06356966567,4.043077965098057,0.05261320273955136,0.2,0.06557957980331924,0.0547924336930599,0.16497728722574323,greed,838.8101066737099,5093,7
1790,2024-02-05,40,42708.7,43648.81161637844,43636.390908689245,43661.232324067634,5.69120085025808,0.05193473019326944,0.2,0.05358612888271687,0.05437981513706466,0.16708563836046098,greed,840.3358924528758,5101,8
1791,2024-02-05,41,42708.7,43646.159539302724,43630.73178547415,43661.58729313129,7.069466817431658,0.0515578612060104,0.2,0.04759579832472603,0.042830424048999206,0.17647410584829407,greed,841.4215474813055,5108,7
1792,2024-02-05,42,42708.7,43652.698302253906,43642.271249739264,43663.12535476855,4.777277428508355,0.05115615020622579,0.2,0.03258529696196793,0.05689583475731823,0.1769268658035948,greed,842.6922944107603,5117,9
1793,2024-02-05,43,42708.7,43653.709419256134,43642.271249739264,43665.147588773,5.240411258989717,0.05155317618872326,0.2,0.043798314415824664,0.054225316494209065,0.1529995574245133,greed,844.3259556851846,5125,8
1794,2024-02-05,44,42708.7,43658.892573787074,43651.86566290542,43665.91948466874,3.219005553008462,0.051141255765434664,0.2,0.050688512267671335,0.05591573462353004,0.16020648715366004,greed,845.8949201197702,5133,8
1795,2024-02-05,45,42708.7,43662.5275050873,43658.26651692936,43666.788493245236,1.9517826389875965,0.05007653756451838,0.2,0.2532872099147068,0.05681570143878229,0.15100279599279665,greed,847.2393300110263,5140,7
1796,2024-02-05,46,42708.7,43663.11873715258,43658.26651692936,43667.9709573758,2.2225715265231663,0.05075142216575678,0.2,0.21202181197987666,0.04144752786388245,0.17862394924713218,greed,848.5156196861227,5148,8
1797,2024-02-05,47,42708.7,43664.09846213872,43658.26651692936,43669.93040734807,2.671277051287227,0.05052937808891637,0.2,0.1876753966176672,0.05844615550967169,0.16277679465110045,greed,850.1571899413685,5156,8
1798,2024-02-05,48,42708.7,43670.29263388128,43669.222020471134,43671.36324729144,0.49031657247116567,0.04980879054875282,0.2,0.17958231901432795,0.04010697977388446,0.172447164185427,greed,851.3744030416618,5162,6
1799,2024-02-05,49,42708.7,43672.24351753514,43671.061366997936,43673.425668072356,0.5413738530448111,0.04989169567708798,0.2,0.1776817526472812,0.042794411339579085,0.15288377555196453,greed,852.232523692985,5169,7
1800,2024-02-06,0,43098.95,43674.183515859564,43671.061366997936,43677.305664721185,1.4297457263241016,0.04941114778247276,0.28,0.28006626122915185,0.05054912927443465,0.15423378354897965,greed,853.2054469905855,5175,6
1801,2024-02-06,1,43098.95,43676.07192985731,43672.6619966536,43679.48186306101,1.5614651469483127,0.049894275323784994,0.28,0.43192709405243684,0.05749211589006332,0.16691601095675299,greed,854.6454980057125,5183,8
1802,2024-02-06,2,43098.95,43678.11741304636,43673.86934578548,43682.36548030725,1.9451695780343663,0.0498233845059505,0.28,0.43812992729970046,0.04325031289514231,0.17022592868594788,greed,855.8422887491766,5192,9
1803,2024-02-06,3,43098.95,43678.42474709092,43673.86934578548,43682.98014839636,2.085881682691528,0.05016764598026922,0.28,0.41088130914159626,0.056117154106681236,0.17969209793136812,greed,857.3276670461273,5199,7
1804,2024-02-06,4,43098.95,43678.86611502412,43673.86934578548,43683.86288426275,2.28795739590672,0.04981550550309468,0.28,0.36496368717932565,0.040274663761651563,0.17764258004628983,greed,858.7678539683117,5207,8
1805,2024-02-06,5,43098.95,43678.32531033483,43672.6619966536,43683.98862401606,2.5931917677670837,0.04977489856012234,0.28,0.3006759137179968,0.04891557495118941,0.17446063871566683,greed,860.2013134523423,5216,9
1806,2024-02-06,6,43098.95,43677.652604155825,43670.69856300854,43684.606645303116,3.1842558986910485,0.048852474167033755,0.28,0.2856015290225287,0.05339367944926545,0.17884147410431145,greed,861.8283753731437,5225,9
1807,2024-02-06,7,43098.95,43678.610545094176,43670.69856300854,43686.52252717981,3.6228176615038743,0.05022839313858808,0.28,0.2909754036050663,0.051189505189126926,0.1504360240579797,greed,863.6503145777792,5238,13
1808,2024-02-06,8,43098.95,43677.1143852222,43669.50380434652,43684.724966097885,3.4849284266172984,0.049909770917103705,0.28,0.27877513600174336,0.0573338269679879,0.17947736768976613,greed,864.9350968995635,5246,8
1809,2024-02-06,9,43098.95,43679.34025202117,43669.50380434652,43689.17669969582,4.503936010890163,0.050389374954133745,0.28,0.2491651172655064,0.05575861876875533,0.1752120099446802,greed,866.2568285756548,5254,8
1810,2024-02-06,10,43098.95,43679.59278031232,43669.50380434652,43689.68175627812,4.61953755683798,0.05009278944370615,0.28,0.21146810117746823,0.057158341444871356,0.15895643777946492,greed,867.7599279249056,5263,9
1811,2024-02-06,11,43098.95,43680.662679986315,43669.222020471134,43692.1033395015,5.238317742108444,0.05036017806083632,0.28,0.22890646991171454,0.044596126828453306,0.1724854924547034,greed,869.2580296341428,5272,9
1812,2024-02-06,12,43098.95,43683.191587126836,43671.60864659954,43694.77452765413,5.303156709231649,0.04982572397684004,0.28,0.24686503482636155,0.05865282125107969,0.1689741660723443,greed,870.7744112970892,5283,11
1813,2024-02-06,13,43098.95,43683.329596595366,43671.60864659954,43695.05054659119,5.366326286968634,0.050015957884446086,0.28,0.25022268358008454,0.052769101413042876,0.15860447241621092,greed,872.1603503207227,5290,7
1814,2024-02-06,14,43098.95,43683.600311591676,43671.60864659954,43695.59197658381,5.490236567773931,0.049259212265990865,0.28,0.22375787088543161,0.05000595748787984,0.17036702526690622,greed,873.5213348701666,5297,7
1815,2024-02-06,15,43098.95,43683.831963646655,43668.445745525736,43699.218181767574,7.044353679284855,0.04972437850797741,0.28,0.18364111071627634,0.04527210879613763,0.17863920482148693,greed,874.9925634695791,5308,11
1816,2024-02-06,16,43098.95,43684.835674571594,43668.445745525736,43701.22560361745,7.50371555381537,0.04989708449718319,0.28,0.1924118105212622,0.042937883278258655,0.1756746872137171,greed,876.2952903355141,5316,8
1817,2024-02-06,17,43098.95,43684.6584396338,43666.569540084376,43702.747339183225,8.281579939291785,0.049713724840252695,0.28,0.19030581991645348,0.04373156998507283,0.15808079101990613,greed,877.8918816309633,5328,12
1818,2024-02-06,18,43098.95,43685.32864389449,43666.569540084376,43704.087747704616,8.588285537708453,0.04950242766237657,0.28,0.1809987015563708,0.04636704044272022,0.1614368985832463,greed,879.1882321051486,5334,6
1819,2024-02-06,19,43098.95,43684.92394861278,43665.50662291458,43704.34127431098,8.889714777134698,0.049633343904049006,0.28,0.20477140491788062,0.04495234174349437,0.1651936913110954,greed,880.5826198010883,5344,10
1820,2024-02-06,20,43098.95,43686.35672148004,43667.71669023611,43704.99675272398,8.533570955697334,0.048702076018496,0.28,0.18906161639477892,0.05230182574739976,0.16443564454425308,greed,882.095350083632,5352,8
1821,2024-02-06,21,43098.95,43687.06969877159,43667.71669023611,43706.42270730707,8.859833661960522,0.048602555614575944,0.28,0.1963488162141065,0.04725019462644248,0.16759938983324774,greed,883.7928090330817,5362,10
1822,2024-02-06,22,43098.95,43685.083620653604,43663.78416262254,43706.383078684674,9.751364202950036,0.048013002571363414,0.28,0.22065901241028354,0.05262068351424098,0.17859711536343698,greed,885.2092931424587,5371,9
1823,2024-02-06,23,43098.95,43683.12630588733,43658.70566002653,43707.546951748125,11.180814161420232,0.04602395720937299,0.28,0.2368892901244936,0.054305341650184885,0.16670196923277653,greed,886.9356178072691,5380,9
1824,2024-02-06,24,43098.95,43683.08179417177,43658.70566002653,43707.45792831701,11.160446170028791,0.04624700252121579,0.28,0.2219983121155143,0.04810430246598557,0.15376572543683628,greed,888.2282279097307,5387,7
1825,2024-02-06,25,43098.95,43688.25592467934,43665.38074272256,43711.13110663612,10.472005106460873,0.04572824007754987,0.28,0.1877816214315029,0.040715324860298704,0.1658467982318147,greed,889.7468286362456,5397,10
1826,2024-02-06,26,43098.95,43698.316717951006,43684.8338339087,43711.79960199331,6.170894009181956,0.04474937664403528,0.28,0.16080012211389905,0.05677098414049586,0.16413251188451775,greed,891.2744958789241,5407,10
1827,2024-02-06,27,43098.95,43699.82404154648,43684.8338339087,43714.81424918427,6.860534552053273,0.045293072450261554,0.28,0.17100682759505817,0.044731358504222,0.1718997967393489,greed,892.6348300072672,5415,8
1828,2024-02-06,28,43098.95,43700.466221798284,43684.8338339087,43716.09860968787,7.154334606063267,0.045804443978845456,0.28,0.1757396532315223,0.044569431518340474,0.17599282208696268,greed,894.699506042338,5425,10
1829,2024-02-06,29,43098.95,43701.37536455908,43684.8338339087,43717.91689520945,7.570256319113228,0.047247180368059534,0.28,0.15616050599764075,0.05825574770773051,0.15355086683553892,greed,896.7342683719223,5438,13
1830,2024-02-06,30,43098.95,43701.3397616588,43682.611712097525,43720.06781122007,8.570926961696118,0.046922380125853785,0.28,0.12898748905661403,0.05024600721830933,0.15405723573739505,greed,898.6480992308458,5448,10
1831,2024-02-06,31,43098.95,43702.024862593506,43682.611712097525,43721.43801308948,8.884325409184164,0.04749534063350667,0.28,0.14499430675247954,0.048157652203939666,0.16984343449839304,greed,900.8763241924697,5462,14
1832,2024-02-06,32,43098.95,43690.466182398486,43657.07365516688,43723.85870963009,15.285956021708653,0.04637575593617556,0.28,0.13995175439455276,0.040290301890552174,0.16724517113579623,greed,902.8128617900693,5472,10
1833,2024-02-06,33,43098.95,43691.815243892415,43657.07365516688,43726.55683261795,15.903019149743498,0.04706505315179204,0.28,0.15910475749433295,0.047492984380296574,0.15548805963852638,greed,904.6265960837901,5484,12
1834,2024-02-06,34,43098.95,43692.72346343701,43657.07365516688,43728.37327170715,16.31841892390402,0.04792648321628664,0.28,0.16297143982885315,0.05199408826816201,0.17329460643947,greed,906.4990596413262,5495,11
1835,2024-02-06,35,43098.95,43725.53613483253,43721.73311689175,43729.33915277331,1.7394951677905814,0.04827596775094011,0.28,0.1598401787242598,0.04657548574985182,0.1683258025055055,greed,907.9475690528682,5504,9
1836,2024-02-06,36,43098.95,43726.68179265187,43721.73311689175,43731.63046841199,2.2634581711848716,0.04875341920569135,0.28,0.12847745617525339,0.04831979215950483,0.1724001289435991,greed,909.6165859360988,5512,8
1837,2024-02-06,37,43098.95,43727.61787169878,43721.73311689175,43733.502626505804,2.6915506004889838,0.049592495921549296,0.28,0.12278219756455781,0.05025167806265021,0.16692584375396236,greed,911.4778674896252,5523,11
1838,2024-02-06,38,43098.95,43727.9382501888,43721.73311689175,43734.14338348586,2.83806351058786,0.04942348645719694,0.28,0.1595493778060984,0.058899341272801525,0.16445410327616825,greed,913.0437814518676,5530,7
1839,2024-02-06,39,43098.95,43728.07414603683,43721.73311689175,43734.4151751819,2.900209656568776,0.05063277014996515,0.28,0.15671141829801702,0.05651061646693499,0.15825708317793366,greed,915.2108873984878,5542,12
1840,2024-02-06,40,43098.95,43694.523474855785,43651.86566290542,43737.18128680616,19.525473014905227,0.04974342657809955,0.28,0.15918973454100183,0.0579300850191799,0.17948040146167302,greed,917.3410522079506,5556,14
1841,2024-02-06,41,43098.95,43694.85475969966,43651.384807646944,43738.32471175237,19.897057578873884,0.049132483208214194,0.28,0.14878752101735931,0.048308780325193215,0.1622388780661718,greed,919.3803647980251,5568,12
1842,2024-02-06,42,43098.95,43694.879237376095,43651.10837542144,43738.65009933074,20.034778774355363,0.04918661487226785,0.28,0.16964668116735954,0.049572897411010494,0.15133983649136695,greed,921.3989919817288,5580,12
1843,2024-02-06,43,43098.95,43696.380073440654,43651.10837542144,43741.651771459874,20.721029038619662,0.04835438551023851,0.28,0.1531427796322735,0.04584606093109675,0.17433261738600775,greed,923.2210808254438,5588,8
1844,2024-02-06,44,43098.95,43741.7659269088,43741.5694978542,43741.962355963406,0.08981304272455594,0.048155636964246934,0.28,0.1758870862546869,0.05359451592003517,0.16827086834120747,greed,924.7892232714829,5601,13
1845,2024-02-06,45,43098.95,43742.14101490633,43741.5694978542,43742.71253195847,0.26131187860136473,0.04808855455836325,0.28,0.18980953601794784,0.04893539668936504,0.16418476874688906,greed,926.4280152694172,5609,8
1846,2024-02-06,46,43098.95,43695.329560064885,43647.595641399756,43743.06347873001,21.84852209411061,0.04794793361924014,0.28,0.16886804477424647,0.05943901690519611,0.15112656960180137,greed,928.2309740866386,5619,10
1847,2024-02-06,47,43098.95,43696.259796757506,43647.595641399756,43744.923952115256,22.273831025401066,0.04777405519383793,0.28,0.17182819644373684,0.04628219638178742,0.16900392357707317,greed,930.0212284830243,5627,8
1848,2024-02-06,48,43098.95,43740.46761978429,43734.34858534937,43746.58665421922,2.7978824955036874,0.04827498558434994,0.28,0.17401117395004873,0.041899072948366624,0.17184550071565446,greed,931.2429819157758,5634,7
1849,2024-02-06,49,43098.95,43742.18226935271,43734.34858534937,43750.01595335604,3.5817527141647263,0.048121961778661286,0.28,0.15415503103778302,0.059548458954274956,0.15112058809306664,greed,932.8528362340668,5642,8
1850,2024-02-07,0,44349.6,43744.35760864925,43734.34858534937,43754.366631949124,4.5761436889397995,0.04717782684625523,0.24,0.20833473846160114,0.05996444901218101,0.17666527535215595,greed,934.7801002598135,5652,10
1851,2024-02-07,1,44349.6,43751.80694583913,43748.98255141575,43754.63134026252,1.291098411949014,0.04718336961687341,0.24,0.19671089993744378,0.05126511687651367,0.16943466914473307,greed,936.100431610453,5658,6
1852,2024-02-07,2,44349.6,43752.76706277949,43748.98255141575,43756.551574143225,1.7299529231179436,0.047197251033656344,0.24,0.17994040368449182,0.059376328829667535,0.17975678571958925,greed,937.9754690244292,5670,12
1853,2024-02-07,3,44349.6,43753.886891895694,43748.98255141575,43758.79123237564,2.241785051948541,0.04681949018247649,0.24,0.166498902147925,0.05327004138810514,0.16037190756578992,greed,939.6214040386261,5678,8
1854,2024-02-07,4,44349.6,43704.23671453364,43647.595641399756,43760.87778766752,25.920174972440623,0.04659107347104599,0.24,0.18207604809155387,0.05827530006607597,0.1763978869091512,greed,941.4745810295777,5690,12
1855,2024-02-07,5,44349.6,43747.93474420064,43733.94009438939,43761.92939401189,6.397856215648136,0.04607787435710493,0.24,0.1896004887597941,0.044881280219345024,0.17289922845636632,greed,942.6241117441575,5697,7
1856,2024-02-07,6,44349.6,43748.76570129249,43733.94009438939,43763.59130819559,6.777611512207601,0.04598468065288619,0.24,0.1516821910290977,0.057957962095485045,0.15385547005332348,greed,944.500359362882,5707,10
1857,2024-02-07,7,44349.6,43751.93826575279,43740.16922509781,43763.70730640778,5.379894524214432,0.04619582163133622,0.24,0.1597247804322641,0.053766615246653535,0.16812391886569605,greed,945.6188254714012,5712,5
1858,2024-02-07,8,44349.6,43755.45248924916,43745.94988238146,43764.95509611687,4.343507529737872,0.04585719092433252,0.24,0.3549840629035812,0.04307498624205836,0.17765180008354983,greed,947.3014168856755,5722,10
1859,2024-02-07,9,44349.6,43753.25490419581,43740.16922509781,43766.34058329381,5.981579714081931,0.04629925932067264,0.24,0.32455063104161663,0.05463410545446303,0.17127542111383215,greed,949.101125476635,5734,12
1860,2024-02-07,10,44349.6,43762.0076132843,43757.29942615803,43766.71580041057,2.1517235533963848,0.04640819514361335,0.24,0.2922113504898216,0.04439445500220794,0.16316015090409147,greed,950.1634819895347,5742,8
1861,2024-02-07,11,44349.6,43762.51417458352,43757.29942615803,43767.72892300901,2.383203307143567,0.046300881278342976,0.24,0.2626673462798606,0.05567905036195682,0.16359785317577577,greed,951.3229014774333,5748,6
1862,2024-02-07,12,44349.6,43762.921955754995,43757.29942615803,43768.544485351966,2.569540307501193,0.046743711453282835,0.24,0.2585117687161747,0.044568517046168404,0.15822035341156643,greed,952.5248840488554,5754,6
1863,2024-02-07,13,44349.6,43765.01780368826,43757.29942615803,43772.73618121848,3.5271903988921003,0.04670750299138136,0.24,0.25338530594057834,0.042336082154679044,0.15819478861109834,greed,953.8852968190154,5761,7
1864,2024-02-07,14,44349.6,43767.76813098417,43762.47946311693,43773.05679885141,2.416695249989833,0.046470018366295114,0.24,0.23561478145881967,0.04208960633507916,0.17160803771842187,greed,954.4561089780314,5765,4
1865,2024-02-07,15,44349.6,43768.97630029318,43763.19341752666,43774.7591830597,2.6424574003495334,0.046614512339362896,0.24,0.19523367062243932,0.04191508397326715,0.177677172147174,greed,955.1548330422697,5770,5
1866,2024-02-07,16,44349.6,43774.73710691492,43774.28922822851,43775.18498560134,0.20462884120702862,0.04590220827813601,0.24,0.1487634540773791,0.04514730916803268,0.17080529511138962,greed,955.887547140452,5775,5
1867,2024-02-07,17,44349.6,43776.69771409099,43774.28922822851,43779.106199953465,1.100350637778756,0.0461096794333243,0.24,0.1654562647829722,0.05678816075218544,0.16344512541063955,greed,957.1310162278257,5783,8
1868,2024-02-07,18,44349.6,43777.75338789889,43774.67128460714,43780.835491190635,1.4080682781681133,0.04650816349670813,0.24,0.13611887805417444,0.055444805517865535,0.16419639560653196,greed,958.3199894705444,5789,6
1869,2024-02-07,19,44349.6,43779.37165262428,43777.17572728426,43781.56757796429,1.0031780983246572,0.047010834114000324,0.24,0.14666379702345717,0.04912651847644797,0.17682274107773535,greed,959.5475122513548,5795,6
1870,2024-02-07,20,44349.6,43780.23221952608,43777.17572728426,43783.288711767906,1.3962887298072542,0.047279385475312255,0.24,0.16866553884816482,0.04821009642696713,0.15690253475572424,greed,961.2057349032048,5805,10
1871,2024-02-07,21,44349.6,43781.46652669975,43778.987279654095,43783.94577374541,1.1325555045736038,0.046923426177567236,0.24,0.16364520504892094,0.056524347515504406,0.15682897607458177,greed,962.5939156268953,5814,9
1872,2024-02-07,22,44349.6,43782.20288595655,43778.987279654095,43785.418492259,1.4689102377183694,0.048214505601936575,0.24,0.18712145957577064,0.05284419274005395,0.15736894722146444,greed,964.1099395240451,5824,10
1873,2024-02-07,23,44349.6,43782.95503663129,43778.987279654095,43786.922793608486,1.8124665061442415,0.04841672113828071,0.24,0.1826319011241238,0.05588768450185713,0.1529690587022612,greed,965.6836367485273,5831,7
1874,2024-02-07,24,44349.6,43783.39581072926,43778.987279654095,43787.80434180442,2.0137912985183606,0.04887773272704224,0.24,0.1901869301595553,0.059460906990283224,0.1793920300432158,greed,967.2021857035863,5840,9
1875,2024-02-07,25,44349.6,43783.84712955999,43778.987279654095,43788.70697946589,2.2199282267345954,0.04900881934095202,0.24,0.17427210038018995,0.04081956444499781,0.17115189852616136,greed,968.425380499187,5848,8
1876,2024-02-07,26,44349.6,43784.0669430571,43778.987279654095,43789.1466064601,2.3203250669278757,0.04908174901631375,0.24,0.15032709226434796,0.04062349818223843,0.17610590071476726,greed,969.7612331973149,5854,6
1877,2024-02-07,27,44349.6,43783.33847644557,43777.17572728426,43789.50122560688,2.8151115816013905,0.049359836487425784,0.24,0.14502104925628448,0.0425462375749345,0.15527016893905754,greed,971.329945765185,5865,11
