n_extreme,n_neutral,extreme_mean,neutral_mean,gap,gap_bps,t_stat,p_value,cohens_d,ci_lower,ci_upper
888,457,150.2683866139864,88.28040820054491,61.98797841344148,61.98797841344148,7.696812097472969,2.699746139216272e-14,0.4041916315110822,46.6033388166451,77.88528774925068
