date,open,high,low,close,volume,trades,quote_volume,fear_greed_value,fear_greed_class,cs_spread,parkinson_vol,realized_vol,returns,log_volume,regime,is_extreme,macro_sentiment,uncertainty,volatility
2018-03-06,11455.0,11455.0,10555.48,10716.48,29515.572363,250306,323842216.64859617,59,Greed,0.0,0.05004296085565326,0.7812207667073156,-0.06655627045932556,10.292673279761877,greed,False,0.18,0.05004296085565326,0.7812207667073156
2018-03-07,10716.48,10899.0,9389.31,9910.0,50647.67108,396721,514808033.4879209,37,Fear,0.0,0.05239692553989208,0.8120766316317692,-0.07823839517044331,10.832648527968157,fear,False,-0.26,0.05239692553989208,0.8120766316317692
2018-03-08,9910.0,10099.0,9060.0,9271.64,41109.473226,336514,394641280.63843673,39,Fear,0.0,0.053664971446302216,0.8422798148113941,-0.06658406963285031,10.623993866041888,fear,False,-0.22,0.053664971446302216,0.8422798148113941
2018-03-09,9267.07,9410.0,8329.0,9227.0,64112.291407,462712,567082901.1319405,37,Fear,0.0,0.054574348860675456,0.7762301693679123,-0.004826310112627507,11.06839137814573,fear,False,-0.26,0.054574348860675456,0.7762301693679123
2018-03-10,9230.0,9490.0,8667.07,8770.22,37180.012857,288066,341210248.41481787,39,Fear,520.2547911732813,0.05385854532800767,0.7676932444493096,-0.05077207700814944,10.523526607079571,fear,False,-0.22,0.05385854532800767,0.7676932444493096
2018-03-11,8770.22,9740.0,8450.0,9533.57,44325.973386,333367,403491260.9275316,40,Fear,639.2409946061679,0.05581273960749051,0.7851858128416542,0.08345736243611354,10.699326090904332,fear,False,-0.2,0.05581273960749051,0.7851858128416542
2018-03-12,9533.57,9888.88,8780.0,9131.34,42230.77793,336642,395562731.8650373,41,Fear,676.7064404334125,0.05749276857934103,0.7934510108959568,-0.043106801293249175,10.650904569022824,fear,False,-0.18,0.05749276857934103,0.7934510108959568
2018-03-13,9131.34,9474.0,8823.0,9150.0,40191.409358,342734,367353984.7132836,41,Fear,474.9709906541867,0.0566245510676229,0.7613906420151269,0.002041426556296274,10.601408554208346,fear,False,-0.18,0.0566245510676229,0.7613906420151269
2018-03-14,9151.92,9333.78,7900.28,8170.0,49708.094108,399127,426058009.75594646,40,Fear,0.0,0.0586506396742658,0.8296842790342502,-0.1132849704155184,10.813923058140476,fear,False,-0.2,0.0586506396742658,0.8296842790342502
2018-03-15,8184.01,8430.0,7650.0,8240.98,52291.022277,400529,422130717.47310126,32,Fear,0.0,0.05894848556473602,0.8183210478354691,0.0086503600164496,10.864579977134506,fear,False,-0.36,0.05894848556473602,0.8183210478354691
2018-03-16,8240.98,8611.64,7900.0,8260.0,38815.409893,255807,322355002.1651949,33,Fear,276.66110182424126,0.058038995204463956,0.8094810184514182,0.0023053186445256128,10.56657260895406,fear,False,-0.34,0.058038995204463956,0.8094810184514182
2018-03-17,8260.0,8348.62,7721.99,7824.8,33110.206329,292041,265973111.61762854,31,Fear,175.3573931094414,0.058426695131127825,0.8259064948621695,-0.05412641053874062,10.407596862143741,fear,False,-0.38,0.058426695131127825,0.8259064948621695
2018-03-18,7824.01,8317.4,7322.0,8189.99,59488.231711,423336,458311733.5188204,29,Fear,440.2230063595132,0.059040340602206566,0.7933863689598527,0.04561449986886557,10.99353378560167,fear,False,-0.42,0.059040340602206566,0.7933863689598527
2018-03-19,8189.0,8705.23,8088.4,8600.0,55297.084942,360414,462654338.98212785,29,Fear,0.0,0.05908676460073673,0.8131322332568064,0.048849526396450536,10.920475472594799,fear,False,-0.42,0.05908676460073673,0.8131322332568064
2018-03-20,8595.01,9050.0,8280.0,8909.98,44865.105835,298261,387879393.47061425,37,Fear,73.09833499494866,0.05944260032055696,0.8273014749811726,0.03540979355182516,10.711415618695161,fear,False,-0.26,0.05944260032055696,0.8273014749811726
2018-03-21,8909.96,9177.01,8750.6,8885.0,39972.405371,293696,358157473.3612324,36,Fear,0.0,0.0588823362915337,0.793338762503797,-0.002807535204672574,10.595944629304219,fear,False,-0.28,0.0588823362915337,0.793338762503797
2018-03-22,8884.82,9100.0,8465.1,8722.9,40617.556809,276449,354804129.3433086,36,Fear,140.50991994216392,0.059445909143776926,0.7897825450281524,-0.01841271016713497,10.611955685836522,fear,False,-0.28,0.059445909143776926,0.7897825450281524
2018-03-23,8720.0,8909.0,8269.0,8898.03,39991.007666,278571,340755592.544531,28,Fear,195.65556596040562,0.05995297262297099,0.7773096826218524,0.01987815248285389,10.596409899472889,fear,False,-0.44,0.05995297262297099,0.7773096826218524
2018-03-24,8898.04,8999.95,8491.0,8546.86,35466.609572,270300,313254829.9051367,32,Fear,238.4781184168353,0.06015023672990571,0.7804634182992902,-0.04026593988898665,10.476346957408246,fear,False,-0.36,0.06015023672990571,0.7804634182992902
2018-03-25,8531.25,8669.85,8365.77,8470.15,29001.769316,215660,247023172.30795503,30,Fear,0.0,0.060243667154333186,0.77997016040562,-0.00901574596303241,10.275112118004074,fear,False,-0.4,0.060243667154333186,0.77997016040562
2018-03-26,8470.14,8514.89,7831.0,8134.23,44033.59566,310462,358429758.87319523,31,Fear,0.0,0.06029182987252494,0.7624382409403837,-0.04046713461426167,10.692708159281034,fear,False,-0.38,0.06029182987252494,0.7624382409403837
2018-03-27,8134.22,8215.94,7730.0,7795.51,37427.64805,266540,297609656.44043654,24,Extreme Fear,165.71054038278726,0.05745639061429053,0.7323454060539417,-0.042533156531052586,10.530164962963754,extreme_fear,True,-0.52,0.05745639061429053,0.7323454060539417
2018-03-28,7795.51,8109.0,7728.0,7949.3,26401.33167,183620,209186093.18317956,24,Extreme Fear,396.9933268291624,0.055950350299651015,0.7106932292431454,0.019535947550118275,10.181169729907705,extreme_fear,True,-0.52,0.055950350299651015,0.7106932292431454
2018-03-29,7949.3,7975.0,6941.11,7090.14,54620.915125,359537,405591158.6323181,18,Extreme Fear,0.0,0.056653113258644576,0.8049682019787159,-0.11437878800473697,10.908172149281338,extreme_fear,True,-0.64,0.056653113258644576,0.8049682019787159
2018-03-30,7090.16,7292.43,6600.1,6840.23,65306.031976,400057,450352009.170998,12,Extreme Fear,0.0,0.05692661318070021,0.797444059290036,-0.03588372967026073,11.086839684290869,extreme_fear,True,-0.76,0.05692661318070021,0.797444059290036
2018-03-31,6840.24,7223.36,6777.0,6923.91,36868.539087,240293,258341534.47236216,16,Extreme Fear,450.1790182390412,0.05431388007344299,0.7201557377964971,0.012159282162465812,10.515113867090845,extreme_fear,True,-0.68,0.05431388007344299,0.7201557377964971
2018-04-01,6922.0,7049.98,6430.0,6813.01,44071.430463,260942,297470498.81956285,16,Extreme Fear,0.0,0.053363915859506623,0.71301563671082,-0.016146619389951777,10.69356701619285,extreme_fear,True,-0.68,0.053363915859506623,0.71301563671082
2018-04-02,6813.01,7125.0,6765.0,7056.0,32123.560072,206780,224322159.41331607,11,Extreme Fear,72.72473398180419,0.05296028545503262,0.7326132577678514,0.03504429913185516,10.377344998531477,extreme_fear,True,-0.78,0.05296028545503262,0.7326132577678514
2018-04-03,7063.97,7520.0,7011.01,7405.21,37787.331811,248143,277080072.76171273,22,Extreme Fear,0.0,0.04890789364198195,0.6601807829842328,0.04830548782990234,10.5397291881615,extreme_fear,True,-0.56,0.04890789364198195,0.6601807829842328
2018-04-04,7405.21,7427.52,6707.0,6796.1,42227.183804,277249,297443582.7461225,22,Extreme Fear,226.34462293393167,0.04908925324604824,0.7171660036076153,-0.08583488829500112,10.650819458609824,extreme_fear,True,-0.56,0.04908925324604824,0.7171660036076153
2018-04-05,6796.1,6902.0,6566.69,6770.76,39029.73146,238476,263446941.1321242,17,Extreme Fear,0.0,0.04816971479782436,0.7161514982846796,-0.0037355776454287993,10.57207897980254,extreme_fear,True,-0.66,0.04816971479782436,0.7161514982846796
2018-04-06,6770.0,6850.0,6500.0,6601.39,27455.01192,162456,182139799.80865908,19,Extreme Fear,297.29464174851455,0.04754093562825372,0.6996933432702801,-0.025333107675319738,10.220304013877875,extreme_fear,True,-0.62,0.04754093562825372,0.6996933432702801
2018-04-07,6601.39,7070.0,6586.28,6895.8,32269.578267,178577,222323863.54144785,20,Extreme Fear,99.19497830957968,0.04536205078834964,0.6976925295892152,0.043632297701987996,10.381880216073098,extreme_fear,True,-0.6,0.04536205078834964,0.6976925295892152
2018-04-08,6895.81,7109.13,6880.0,7018.0,21427.673165,152461,149967346.66268998,17,Extreme Fear,40.71313442196755,0.044493449826148924,0.6718869336612779,0.017565746540392356,9.972438504177788,extreme_fear,True,-0.66,0.044493449826148924,0.6718869336612779
2018-04-09,7011.04,7185.0,6611.0,6782.72,34078.297206,212669,234309953.75033435,21,Extreme Fear,150.0057884710796,0.04429546913026288,0.6544305223511087,-0.03410007571887251,10.436416015082303,extreme_fear,True,-0.58,0.04429546913026288,0.6544305223511087
2018-04-10,6781.55,6890.0,6656.0,6843.9,22326.728095,147755,151417844.2663968,18,Extreme Fear,166.21015772699636,0.04407713862119834,0.658343951013581,0.008979543142650856,10.013539809019985,extreme_fear,True,-0.64,0.04407713862119834,0.658343951013581
2018-04-11,6839.56,6990.0,6787.0,6953.79,23997.871177,155607,165264003.41270605,20,Extreme Fear,0.0,0.04317558891790425,0.6658766913682223,0.015929090097948514,10.085720404437586,extreme_fear,True,-0.6,0.04317558891790425,0.6658766913682223
2018-04-12,6953.78,8012.23,6743.2,7923.0,64861.595987,404588,485176252.4893357,18,Extreme Fear,60.36543101287355,0.0479595408840625,0.8301238901080268,0.1304830873003545,11.080010986203652,extreme_fear,True,-0.64,0.0479595408840625,0.8301238901080268
2018-04-13,7922.99,8233.39,7732.0,7877.41,55044.523148,351905,439884522.7119489,23,Extreme Fear,0.0,0.04806451917871037,0.8200999977778067,-0.005770752343539542,10.915897648518483,extreme_fear,True,-0.54,0.04806451917871037,0.8200999977778067
2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,221228,258221765.57371348,26,Fear,328.6797470547664,0.048180992134223,0.8200682978118785,0.0009655872338555615,10.378248708253164,fear,False,-0.48,0.048180992134223,0.8200682978118785
2018-04-18,7890.96,8236.43,7868.0,8173.0,26969.04457,183472,217649160.11017892,24,Extreme Fear,289.17732964303144,0.047252066415473144,0.8192935490702837,0.03587128166057163,10.202444989848134,extreme_fear,True,-0.52,0.047252066415473144,0.8192935490702837
2018-04-19,8173.99,8296.0,8080.0,8278.0,27113.847464,196821,222675105.7884542,25,Extreme Fear,0.0,0.04667202137961486,0.8043833684227534,0.012765354792547949,10.207799852895103,extreme_fear,True,-0.5,0.04667202137961486,0.8043833684227534
2018-04-20,8273.84,8930.0,8177.09,8856.98,39795.337485,289687,337288580.42571294,26,Fear,0.0,0.04771183599879014,0.8350013076939595,0.06760445539741863,10.591505035792004,fear,False,-0.48,0.04771183599879014,0.8350013076939595
2018-04-21,8852.12,9035.0,8565.0,8915.31,40872.229909,295374,358915978.1040339,32,Fear,78.3384250019801,0.04449953267961989,0.7051520973516058,0.006564174841321903,10.61820613609268,fear,False,-0.36,0.04449953267961989,0.7051520973516058
2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,229871,261804372.9093471,31,Fear,226.45871565478097,0.042666452216722314,0.6900333020632378,-0.014494390964487373,10.290729403805733,fear,False,-0.38,0.042666452216722314,0.6900333020632378
2018-04-23,8785.7,8985.0,8745.0,8934.01,25838.114709,190944,229754640.59668776,28,Fear,233.70587750578687,0.04195560917351833,0.690181547040921,0.01658970964796054,10.159605995056797,fear,False,-0.44,0.04195560917351833,0.690181547040921
2018-04-24,8934.0,9731.01,8922.0,9619.99,46268.790106,326608,431210048.0625035,29,Fear,0.0,0.041753224224735465,0.7138799661275935,0.07397788292728111,10.742222932996382,fear,False,-0.42,0.041753224224735465,0.7138799661275935
2018-04-25,9618.96,9759.82,8730.0,8869.99,81110.037589,477363,745137762.968867,64,Greed,719.1138929811449,0.043807398427345906,0.7905329878450534,-0.08116955625089858,11.303562000496658,greed,False,0.28,0.043807398427345906,0.7905329878450534
2018-04-26,8869.99,9307.48,8651.62,9266.0,43300.304245,285850,385046648.13786614,47,Neutral,308.7651901653176,0.04389533677524348,0.7878369398569003,0.04367811806931989,10.675914940409314,neutral,False,-0.06,0.04389533677524348,0.7878369398569003
2018-04-27,9267.03,9395.0,8889.0,8915.35,37241.347036,268471,342805674.55176014,55,Greed,223.1925959032136,0.042359231155655694,0.7260687362015312,-0.038577276775288154,10.525174902487628,neutral,False,0.1,0.042359231155655694,0.7260687362015312
2018-04-28,8915.35,9427.48,8870.0,9348.0,34759.62842,257288,321653866.2001887,54,Neutral,516.2744996366107,0.04262135703088075,0.7325552323415524,0.047387906457443105,10.456211889448774,neutral,False,0.08,0.04262135703088075,0.7325552323415524
2018-04-29,9348.0,9570.51,9163.74,9419.0,38149.850035,311494,357004895.9636863,61,Greed,0.0,0.04243811760436835,0.7170023371767772,0.0075665091640684835,10.54927710577434,greed,False,0.22,0.04243811760436835,0.7170023371767772
2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,285951,325019389.2499412,59,Greed,209.69976841492397,0.04163737902453002,0.7212110535129913,-0.018536818726453352,10.463161449497475,greed,False,0.18,0.04163737902453002,0.7212110535129913
2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,268741,368688349.62168455,56,Greed,0.0,0.041938921268039026,0.7309073715080093,-0.019056680995625856,10.621777576829386,greed,False,0.12,0.041938921268039026,0.7309073715080093
2018-05-02,9071.48,9268.0,8970.2,9247.84,26123.543961,188258,238421833.7581133,52,Neutral,186.27819431344412,0.04065825102183264,0.709697086136377,0.01925458462369398,10.1705922541637,neutral,False,0.04,0.04065825102183264,0.709697086136377
2018-05-03,9247.81,9844.0,9168.4,9750.0,38768.388288,282581,366028365.22714454,55,Greed,0.0,0.04150573389737356,0.7213576704135579,0.05287727426746115,10.565360458689188,neutral,False,0.1,0.04150573389737356,0.7213576704135579
2018-05-04,9750.0,9830.04,9520.85,9713.99,28681.588879,210165,277565997.63316435,56,Greed,165.42963718409388,0.04153891497417156,0.725349234052902,-0.003700170528775011,10.264010693423092,greed,False,0.12,0.04153891497417156,0.725349234052902
2018-05-05,9714.0,10020.0,9682.0,9864.0,24990.018345,212076,246807563.50646493,63,Greed,0.0,0.03479235945246218,0.5879560214537848,0.015324651381062362,10.126231757922366,greed,False,0.26,0.03479235945246218,0.5879560214537848
2018-05-06,9863.99,9970.0,9417.03,9659.01,27690.351559,229309,267359420.30359015,67,Greed,109.13749652908861,0.034612631834368524,0.596131147060878,-0.02100060736155858,10.228839312328542,greed,False,0.34,0.034612631834368524,0.596131147060878
2018-05-07,9661.02,9689.67,9181.0,9365.0,33787.640012,230754,316015961.44182944,56,Greed,0.0,0.03487513880036398,0.6131721127017257,-0.03091182260443279,10.427850334475488,greed,False,0.12,0.03487513880036398,0.6131721127017257
2018-05-08,9365.0,9475.7,9060.54,9187.56,25533.831889,189159,236418155.6869351,62,Greed,71.83839877190456,0.03485262499109761,0.6118078832997214,-0.019128940766176317,10.1477595925488,greed,False,0.24,0.03485262499109761,0.6118078832997214
2018-05-09,9178.0,9390.0,8965.0,9310.0,25673.524899,192337,235736782.28825977,53,Neutral,218.1714672438982,0.03522558113889585,0.6118811398653742,0.013238696159100179,10.153215580332262,neutral,False,0.06,0.03522558113889585,0.6118811398653742
2018-05-10,9310.0,9395.12,8970.0,9002.2,25055.063718,221075,231595002.59561664,63,Greed,449.72323086843886,0.03375797716790125,0.5811634828183257,-0.03362009937998716,10.128831230515717,greed,False,0.26,0.03375797716790125,0.5811634828183257
2018-05-11,9002.21,9016.8,8341.0,8400.0,48227.048061,365538,418859806.4816156,41,Fear,0.0,0.03460619406464433,0.6313359521625842,-0.0692372860597206,10.78367530573685,fear,False,-0.18,0.03460619406464433,0.6313359521625842
2018-05-12,8405.94,8646.88,8153.0,8465.94,40241.32081,310305,337899865.8601307,44,Fear,0.0,0.03521795646464134,0.6309052651365563,0.007819349052131747,10.602649627545087,fear,False,-0.12,0.03521795646464134,0.6309052651365563
2018-05-13,8475.44,8763.36,8298.0,8679.71,25632.869362,215590,219455683.0803555,40,Fear,193.9226852400353,0.035787951724266555,0.6348266619490107,0.02493706307447925,10.151630766349719,fear,False,-0.2,0.035787951724266555,0.6348266619490107
2018-05-14,8679.71,8879.99,8277.0,8663.34,37389.666533,292731,320583612.23009104,40,Fear,451.0658551969285,0.035129609204150355,0.5689850277005317,-0.0018877884641445746,10.529149649316786,fear,False,-0.2,0.035129609204150355,0.5689850277005317
2018-05-15,8663.37,8859.99,8401.3,8462.0,28126.956136,360379,242341031.06166917,40,Fear,430.44035532634086,0.032570185117890726,0.4994983700509673,-0.023514777213858397,10.24448368859035,fear,False,-0.2,0.032570185117890726,0.4994983700509673
2018-05-16,8462.0,8488.0,8083.01,8330.0,31130.718908,300842,257056552.43007562,32,Fear,0.0,0.03174317860038131,0.4705573979692078,-0.015722096119124375,10.345950356904943,fear,False,-0.36,0.03174317860038131,0.4705573979692078
2018-05-17,8330.0,8464.0,7979.0,8041.46,25439.844799,310780,209489039.34104192,31,Fear,357.0201003814763,0.03186140034873006,0.46758002419233957,-0.03525279743391407,10.14407191676721,fear,False,-0.38,0.03186140034873006,0.46758002419233957
2018-05-18,8038.82,8273.21,7911.9,8239.81,23476.158251,183913,189870380.85778695,37,Fear,158.04489397945625,0.03137047011254433,0.43956854525953276,0.024366626658270284,10.063740642625005,fear,False,-0.26,0.03137047011254433,0.43956854525953276
2018-05-19,8238.01,8390.8,8095.73,8233.49,17193.424276,134185,141878775.40909582,31,Fear,0.0,0.031196155721589888,0.4370676788314118,-0.0007673022782413454,9.752282280167739,fear,False,-0.38,0.031196155721589888,0.4370676788314118
2018-05-20,8233.49,8609.0,8163.9,8526.98,19957.057109,161265,167440553.7493928,32,Fear,61.7464889282048,0.03163485944568225,0.45868869581060007,0.03502527114150157,9.901338099566336,fear,False,-0.36,0.03163485944568225,0.45868869581060007
2018-05-21,8526.97,8595.31,8305.0,8381.24,21516.596486,184158,181750674.82134953,41,Fear,245.00494063914206,0.03126494029971569,0.4579447689595258,-0.01723937935867626,9.976579845912745,fear,False,-0.18,0.03126494029971569,0.4579447689595258
2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.902858,192154,194335432.43754092,30,Fear,0.0,0.03188670081745684,0.4762909160437963,-0.04941968442854542,10.073690257541543,fear,False,-0.4,0.03188670081745684,0.4762909160437963
2018-05-23,7977.12,8031.9,7425.0,7501.95,42910.666774,306812,331238049.6407461,26,Fear,0.0,0.03220126100599482,0.45686264306076646,-0.061413203731023915,10.666875716760206,fear,False,-0.48,0.03220126100599482,0.45686264306076646
2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.446595,253694,284286378.50810045,27,Fear,0.0,0.0329774685878004,0.462951614090959,0.009691684778452453,10.541265950307807,fear,False,-0.46,0.0329774685878004,0.462951614090959
2018-05-25,7578.99,7649.55,7308.15,7457.0,26739.95664,239025,199749585.9695036,25,Extreme Fear,362.672782717628,0.03322454939734568,0.45122750996786626,-0.015701482964916948,10.193914229113856,extreme_fear,True,-0.5,0.03322454939734568,0.45122750996786626
2018-05-26,7456.99,7620.0,7300.0,7333.96,19464.086071,212344,145636226.4590289,23,Extreme Fear,383.2880610041792,0.03283818830266807,0.45059337605274186,-0.016637572977028725,9.876326306514823,extreme_fear,True,-0.54,0.03283818830266807,0.45059337605274186
2018-05-27,7334.0,7400.0,7231.11,7338.99,18706.945515,198341,136710618.49801704,19,Extreme Fear,0.0,0.03217950172721097,0.4486039784027013,0.0006856153939101124,9.836650151798557,extreme_fear,True,-0.62,0.03217950172721097,0.4486039784027013
2018-05-28,7338.99,7437.0,7058.02,7099.0,27219.438963,233392,196788994.2658081,22,Extreme Fear,117.54600536534977,0.032382957117746365,0.45426442006115486,-0.03324730192129037,10.211686664788047,extreme_fear,True,-0.56,0.032382957117746365,0.45426442006115486
2018-05-29,7099.0,7540.0,7032.95,7461.29,39407.21183,237359,288070643.9128678,16,Extreme Fear,421.4263058268543,0.033126524780001984,0.4985006089114781,0.049774392461102136,10.581704119906556,extreme_fear,True,-0.68,0.033126524780001984,0.4985006089114781
2018-05-30,7467.98,7569.0,7260.5,7375.96,32041.583623,242079,237956894.04949042,38,Fear,184.67978505226648,0.03301404076906657,0.4913607228279288,-0.011502258272255131,10.374789826396555,fear,False,-0.24,0.03301404076906657,0.4913607228279288
2018-05-31,7382.07,7699.0,7327.51,7485.01,30776.063102,274399,231017579.8341327,25,Extreme Fear,144.62443209508703,0.032009050438504334,0.4452151287903622,0.014676290629947557,10.334492494793949,extreme_fear,True,-0.5,0.032009050438504334,0.4452151287903622
2018-06-01,7485.01,7608.55,7355.54,7521.01,28259.124078,303069,211458512.1230823,24,Extreme Fear,252.45499483704327,0.03135008081309937,0.4441201589620041,0.0047980835777630265,10.249171660641387,extreme_fear,True,-0.52,0.03135008081309937,0.4441201589620041
2018-06-02,7521.01,7697.33,7437.0,7640.03,26720.690219,290131,203370447.6906526,27,Fear,68.1837197284013,0.0308299070925503,0.4367588290762342,0.015701092418484074,10.193193458866354,fear,False,-0.46,0.0308299070925503,0.4367588290762342
2018-06-03,7636.81,7786.69,7600.0,7714.26,27505.158951,349636,211737376.85348508,40,Fear,0.0,0.029528445326049823,0.44024772477846114,0.009669034297781922,10.222128864278499,fear,False,-0.2,0.029528445326049823,0.44024772477846114
2018-06-04,7714.26,7760.52,7446.5,7487.0,32258.835115,307003,244167051.18701583,41,Fear,78.09498772318902,0.029184505622417693,0.44422234332165844,-0.02990238092152404,10.3815472417588,fear,False,-0.18,0.029184505622417693,0.44422234332165844
2018-06-05,7487.0,7679.49,7358.0,7625.0,31722.973384,236865,237722147.65258065,26,Fear,149.5428804674838,0.029010568743723576,0.4508120540786411,0.01826413924492724,10.364796409817147,fear,False,-0.48,0.029010568743723576,0.4508120540786411
2018-06-06,7626.64,7699.0,7467.05,7658.84,27229.991898,257573,207006657.7801965,42,Fear,175.68623203427586,0.02820805935836927,0.43659885697451184,0.004428213760099597,10.212074288128283,fear,False,-0.16,0.02820805935836927,0.43659885697451184
2018-06-07,7658.79,7765.0,7620.0,7691.08,25062.227202,244186,192949056.84199956,38,Fear,0.0,0.027679281542210356,0.4259157869311894,0.004200679535544633,10.129117099281457,fear,False,-0.24,0.027679281542210356,0.4259157869311894
2018-06-08,7691.08,7703.5,7531.0,7603.44,23396.804671,321734,178204158.39968467,40,Fear,0.0,0.02742772813599029,0.4267144548951839,-0.011460439324659283,10.060354739500282,fear,False,-0.2,0.02742772813599029,0.4267144548951839
2018-06-09,7603.44,7683.98,7450.0,7491.73,19339.885176,278971,147171153.412775,39,Fear,117.54181691334017,0.026808652561001584,0.4022593078374525,-0.014801030973022017,9.869924831864532,fear,False,-0.22,0.026808652561001584,0.4022593078374525
2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.020032,471088,367338754.56308055,24,Extreme Fear,0.0,0.03116872803668169,0.5259654286216412,-0.1020389620663794,10.865554769760484,extreme_fear,True,-0.52,0.03116872803668169,0.5259654286216412
2018-06-11,6765.0,6922.0,6610.0,6872.0,34552.162303,203442,233056682.85777125,15,Extreme Fear,154.719029290986,0.030843949116371356,0.5130340218611273,0.015694401256895665,10.450225411984217,extreme_fear,True,-0.7,0.030843949116371356,0.5130340218611273
2018-06-12,6872.0,6890.51,6435.0,6530.0,36722.211191,224658,245787800.8012235,19,Extreme Fear,230.2639567347828,0.030403656814791208,0.49972226940409437,-0.05104824139361455,10.511137060541245,extreme_fear,True,-0.62,0.030403656814791208,0.49972226940409437
2018-06-13,6530.0,6627.6,6118.68,6292.78,46185.5181,266517,295395681.6623412,19,Extreme Fear,0.0,0.031152653515486056,0.5065551566955556,-0.03700399883342598,10.740421566891689,extreme_fear,True,-0.62,0.031152653515486056,0.5065551566955556
2018-06-14,6292.78,6720.0,6260.0,6635.98,44478.130837,256384,289074808.7841299,17,Extreme Fear,315.8069607425223,0.0319932547901031,0.5518281636114328,0.05310341400496915,10.702752905492032,extreme_fear,True,-0.66,0.0319932547901031,0.5518281636114328
2018-06-15,6638.67,6666.66,6362.31,6388.9,30018.329905,184938,196192096.14553952,26,Fear,338.24663789577653,0.032089743064023936,0.5624423375323568,-0.03794424886387517,10.309563470895057,fear,False,-0.48,0.032089743064023936,0.5624423375323568
2018-06-16,6380.01,6560.0,6320.86,6483.98,22277.241147,140470,143760033.69408152,22,Extreme Fear,155.05885951365804,0.032326585830109514,0.5671643086298441,0.014772409756933736,10.011320859937829,extreme_fear,True,-0.56,0.032326585830109514,0.5671643086298441
