comparison,n_regime,n_neutral,gap,t_stat,p_value,p_adj_holm,sig_holm
extreme_greed_vs_neutral,94,110,24.660707298220807,1.547916716778515,0.12320760643602441,0.12320760643602441,False
extreme_fear_vs_neutral,76,110,33.86768077408949,2.172436288712155,0.03110152349386479,0.06220304698772958,False
pooled_extreme_vs_neutral,170,110,28.77676602860916,1.9893124538775986,0.047646556989653935,,True
