observed_gap,ci_lower,ci_upper,bootstrap_se,z_score,p_value,excludes_zero,n_bootstrap
0.041529125956892746,0.022620905963490544,0.05976478476271044,0.009510131894376616,4.366829652641211,1.2606296775130588e-05,True,10000
