regime,coefficient,std_error,spread_change_bps,spread_in_regime_bps,pct_spread_increase,daily_cost_increase_usd,annual_cost_increase_usd
extreme_greed,0.0552294986357724,0.0124851934490596,2.7614749317886202,52.76147493178862,5.5229498635772405,138073.7465894306,50396917.505142175
extreme_fear,0.039469647043909,0.0122983461404828,1.9734823521954499,51.97348235219545,3.9469647043908997,98674.11760977237,36016052.927566916
fear,0.0344633036748258,0.0108446448140077,1.72316518374129,51.72316518374129,3.44633036748258,86158.2591870646,31447764.603278577
greed,0.0027953562668081,0.0081028655914979,0.139767813340405,50.139767813340406,0.27953562668081,6988.390667020343,2550762.5934624253
