date,spread_mean,spread_median,spread_std,n_obs,n_trades,seq_spread_mean,seq_spread_median
2026-01-16,0.3045120895115162,0.10367808589205496,0.41656900241853495,2941794,2971559,0.0025406163085969005,0.001047746981966002
2026-01-17,0.17393627791653388,0.0021018393710794912,0.30954540932375396,1010273,1020527,0.0020543354932482725,0.0010491874839606225
2026-01-18,0.2332168898701107,0.011574602630217432,0.38544061777986793,1473848,1488785,0.0047745395942723435,0.001051088690838691
2026-01-19,0.34129286655621766,0.10566378366066717,0.4811748784810578,3325413,3359066,0.004690524808078211,0.0010764493227315968
2026-01-20,0.3342878251355096,0.11457476387034761,0.45072127957901426,6003342,6064031,0.008332536370405824,0.0010989009775670697
2026-01-21,0.4297991479970555,0.2601535969478172,0.48740590365479286,6354813,6419053,0.005768477942646535,0.0011201706775790681
2026-01-22,0.4105866452036165,0.2552371472150941,0.4623777067775231,3705928,3743412,0.0024684385016837855,0.0011131701041650385
2026-01-23,0.3263705498837156,0.12718728662490303,0.42665179814791687,4573659,4619907,0.004158956241162255,0.0011162508270652009
2026-01-24,0.1770762214694977,0.0022396103066331793,0.30194730044558943,950200,959854,0.0015945455839426884,0.0011168875287290065
2026-01-25,0.3453722917827683,0.12398506949316039,0.46343412429731884,3682927,3720178,0.006748904429225166,0.0011312215908981583
2026-01-26,0.3379601295114278,0.14379249510555603,0.4318637448525057,4750053,4798083,0.005547539323714274,0.0011384761575556764
2026-01-27,0.3604190722442837,0.164914003558737,0.4525089653227839,3749414,3787336,0.004138680739043789,0.001132274325760444
