volatility_r2,vol_plus_regimes_r2,incremental_r2,regime_f_statistic,regime_f_pvalue,heteroscedasticity_any_significant
0.7549471513622968,0.7681546748805896,0.013207523518292796,10.097393779286675,5.9369418932407894e-08,True
