regime,coef_no_volume,coef_with_volume,pvalue_with_volume,change_pct
extreme_greed,0.015759851591862623,0.008613575169340117,0.542725496294665,-45.34482054521621
fear,-0.005006343369084241,-0.003002446102407465,0.8129311910050394,40.027163918709164
greed,-0.036674290777101305,-0.036792273221211175,0.00035366539722023297,-0.3217034102361849
neutral,-0.039469647043909824,-0.036563573455274286,0.002028081034655734,7.362806121378646
