n_extreme,n_neutral,extreme_mean,neutral_mean,gap,gap_bps,t_stat,p_value,cohens_d,ci_lower,ci_upper
888,457,195.3529928746035,126.79955815211446,68.55343472248904,68.55343472248904,5.906459764889506,4.4371573676755436e-09,0.3118020098846616,45.721286029504306,90.88534287366988
