regime,n,pct,cs_spread_mean,cs_spread_std,parkinson_vol_mean,parkinson_vol_std,fg_mean
extreme_fear,607,20.959944751381215,151.78098991096167,194.8575913909401,0.040739632440072164,0.019519539472863466,18.945634266886326
fear,808,27.900552486187845,107.00430745296768,136.90308054438498,0.031153681493994643,0.01151926941444411,34.89356435643565
neutral,457,15.780386740331492,88.28040820054491,105.80353728361098,0.025738854792202507,0.009916066682728125,50.67396061269147
greed,743,25.656077348066297,107.29091477107464,128.9684572407208,0.02853026938909739,0.010532152467740153,67.23418573351279
extreme_greed,281,9.703038674033149,147.00094817532454,177.09411129406175,0.03907614234195466,0.012913099428608575,83.28113879003558
