moment,target,simulated,difference
abs_autocorr_1,0.11844564669875482,0.1813716568948102,0.06292601019605537
abs_autocorr_5,0.09596242194624273,0.08154986469079673,-0.014412557255446004
abs_autocorr_10,0.01065189423906791,0.03855458398004547,0.027902689740977562
kurtosis,2.2265569250147923,3.113360673280999,0.8868037482662068
vol_autocorr,0.5811640355177071,0.772654800461523,0.1914907649438159
spread_vol_corr,0.2430591247632918,0.24098136356665872,-0.0020777611966330822
