2022_n_obs,2022_r_squared,2024_n_obs,2024_r_squared,n_regimes_same_direction,n_regimes_total,extreme_fear_2022_coef,extreme_fear_2022_sig,extreme_fear_2024_coef,extreme_fear_2024_sig,fear_2022_coef,fear_2022_sig,fear_2024_coef,fear_2024_sig,greed_2022_coef,greed_2022_sig,greed_2024_coef,greed_2024_sig,extreme_greed_2022_coef,extreme_greed_2022_sig,extreme_greed_2024_coef,extreme_greed_2024_sig
345,0.87032743460137,719,0.8404992317129077,1,2,0.016934292607941683,False,0.030296806640277316,True,-0.017171019415363507,False,0.009588222493348664,False,,False,-0.005746689436897617,False,,False,0.0012910314467488855,False
