step,timestamp,mid_price,best_bid,best_ask,spread_bps,imbalance,sentiment,epistemic_uncertainty,aleatoric_uncertainty,regime,fills_this_step,total_volume,trade_count,mm_0_position,mm_0_cash,mm_1_position,mm_1_cash,mm_2_position,mm_2_cash,informed_0_position,informed_0_cash,informed_1_position,informed_1_cash,informed_2_position,informed_2_cash,informed_3_position,informed_3_cash,informed_4_position,informed_4_cash,noise_0_position,noise_0_cash,noise_1_position,noise_1_cash,noise_2_position,noise_2_cash,noise_3_position,noise_3_cash,noise_4_position,noise_4_cash,noise_5_position,noise_5_cash,noise_6_position,noise_6_cash,noise_7_position,noise_7_cash,noise_8_position,noise_8_cash,noise_9_position,noise_9_cash,noise_10_position,noise_10_cash,noise_11_position,noise_11_cash,noise_12_position,noise_12_cash,noise_13_position,noise_13_cash,noise_14_position,noise_14_cash,data_source,replay_interval_ms
375,2026-01-08T18:41:57.976910,42060.975551795025,42060.654178313824,42061.296925276234,0.15281313711303726,0.010493736949030021,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,4,324.9693625912316,2161,-1.4430216203012496,160769.67537051442,-1.4546709347470492,161193.4847075768,-0.4003084512438384,116846.3610231276,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.7151591937131028,27942.590527458615,-0.5943531500056445,124979.09386557766,0.2105198423986506,91135.01041178843,1.0036028205522483,57827.39749509014,-0.05605958971419078,102361.64907096021,0.09713015575772255,95867.05902155368,1.8003850657118765,24347.275888379005,-1.170304789929816,149128.3032055246,-0.3547272517927716,114936.2573821924,0.10806884431505881,95424.58074374493,-0.08852508668269565,103685.96116143093,1.5291833165143767,35744.348736900516,sample,500
376,2026-01-08T18:41:57.980190,42060.982744503955,42060.605532417954,42061.35995658996,0.17936437115251483,0.0100051132373973,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,9,326.580384593276,2170,-1.4430216203012496,160769.67970196428,-1.165306579319143,149022.74519356666,-0.4003084512438384,116846.3610231276,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.7151591937131028,27942.590527458615,-0.5943531500056445,124979.09386557766,0.02471956048382737,98949.89181564102,0.8135821460170796,65819.78598030987,-0.05605958971419078,102361.64907096021,0.09713015575772255,95867.05902155368,1.8003850657118765,24347.275888379005,-1.170304789929816,149128.3032055246,-0.3547272517927716,114936.2573821924,0.03369662202890736,98552.72506579543,0.07230373662554146,96921.28213286836,1.5291833165143767,35744.348736900516,sample,500
377,2026-01-08T18:41:57.983164,42061.321525535255,42060.605532417954,42062.037518652556,0.3404520311451896,0.010528348418783879,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,8,327.9017617058179,2178,-1.4904239348638924,162763.39894522197,-1.4392813772983701,160546.62399159282,-0.4003084512438384,116846.3610231276,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.7151591937131028,27942.590527458615,-0.5943531500056445,124979.09386557766,0.13012457225853852,94516.40380301268,0.9218883910838231,61264.26787816779,0.05160626598622442,97833.05714444678,0.09713015575772255,95867.05902155368,1.8003850657118765,24347.275888379005,-1.170304789929816,149128.3032055246,-0.3547272517927716,114936.2573821924,0.03369662202890736,98552.72506579543,0.07230373662554146,96921.28213286836,1.5291833165143767,35744.348736900516,sample,500
378,2026-01-08T18:41:57.985706,42061.432212169435,42060.605532417954,42062.258891920916,0.3930820744812952,0.010415804499616788,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,5,328.9596138446636,2183,-1.9430216203012494,181800.63792016066,-0.9288315530153283,139076.0890254591,-0.4003084512438384,116846.3610231276,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.7151591937131028,27942.590527458615,-0.6522052888513292,127412.38985677267,0.13012457225853852,94516.40380301268,0.9218883910838231,61264.26787816779,0.05160626598622442,97833.05714444678,0.09713015575772255,95867.05902155368,1.8003850657118765,24347.275888379005,-1.170304789929816,149128.3032055246,-0.3547272517927716,114936.2573821924,0.03369662202890736,98552.72506579543,0.07230373662554146,96921.28213286836,1.5291833165143767,35744.348736900516,sample,500
379,2026-01-08T18:41:57.989002,42061.49997322507,42060.461896549314,42062.538049900824,0.4935994562324675,0.010631865138059747,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,9,330.4370105418536,2192,-2.2969538194811383,196687.96880431238,-0.7105624258799094,129895.38373123217,-0.4003084512438384,116846.3610231276,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.861732758353444,21777.33438766466,-0.6522052888513292,127412.38985677267,0.13012457225853852,94516.40380301268,1.0818447110607279,54536.14373590028,0.05160626598622442,97833.05714444678,-0.06244740174945643,102578.98080962143,1.8003850657118765,24347.275888379005,-1.170304789929816,149128.3032055246,-0.3547272517927716,114936.2573821924,0.03369662202890736,98552.72506579543,0.07230373662554146,96921.28213286836,1.5178940614487795,36219.18164096945,sample,500
380,2026-01-08T18:41:57.991765,42062.11285586007,42061.44606420993,42062.77964751021,0.3170509538710944,0.010990662876772946,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,5,331.1726494229816,2197,-2.4430216203012494,202831.94429479804,-0.7105624258799094,129895.38373123217,-0.48987953155167574,120613.9696369056,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.861732758353444,21777.33438766466,-0.5725715088107082,124062.77788392491,0.13012457225853852,94516.40380301268,1.0818447110607279,54536.14373590028,0.05160626598622442,97833.05714444678,-0.06244740174945643,102578.98080962143,1.8003850657118765,24347.275888379005,-1.170304789929816,149128.3032055246,-0.19872215070544422,108374.28525077646,0.03369662202890736,98552.72506579543,0.07230373662554146,96921.28213286836,1.5178940614487795,36219.18164096945,sample,500
381,2026-01-08T18:41:57.995224,42062.44377451986,42062.05894605941,42062.828602980306,0.18297960171280386,0.010574063191636144,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,332.36486134989684,2204,-2.259703157940363,195121.07132549086,-0.24546095629593231,110332.54335394094,-0.9003084512438384,137877.7508468827,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.07326639146641954,96925.70606181842,0.24894859883666615,89479.15998477257,1.7757066451511359,25392.919782082103,1.861732758353444,21777.33438766466,-0.5725715088107082,124062.77788392491,0.13012457225853852,94516.40380301268,1.0818447110607279,54536.14373590028,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.3168971094047262,155294.18814454597,-0.19872215070544422,108374.28525077646,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.598765410425706,32817.50395006118,sample,500
382,2026-01-08T18:41:57.998495,42062.586322097544,42062.05894605941,42063.11369813568,0.25075777989336817,0.010880080533714956,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,9,333.7485125027082,2213,-2.547570082319028,207229.58458865772,-0.6496767278632378,127335.10166828404,-0.4003084512438384,116846.30896418399,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.14561435576428258,93882.53485522511,0.24894859883666615,89479.15998477257,1.6799224167184414,29421.801644520914,1.861732758353444,21777.33438766466,-0.5569585347745245,123406.04961938676,0.13012457225853852,94516.40380301268,1.0818447110607279,54536.14373590028,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.3168971094047262,155294.18814454597,0.0011838353391739331,99965.67316465788,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.598765410425706,32817.50395006118,sample,500
383,2026-01-08T18:41:58.001753,42062.609227319816,42062.05894605941,42063.159508580226,0.2616486568545666,0.010889785202959938,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,6,334.74675747263103,2219,-2.8078118618440304,218176.16414982305,-0.41167353746532354,117324.19744441677,-0.4003084512438384,116846.30896418399,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.7711299914202614,25585.32705970706,1.762378810463429,25956.36600033819,-0.5569585347745245,123406.04961938676,0.13012457225853852,94516.40380301268,1.0818447110607279,54536.14373590028,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.3168971094047262,155294.18814454597,0.0011838353391739331,99965.67316465788,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.598765410425706,32817.50395006118,sample,500
384,2026-01-08T18:41:58.004780,42061.81636164205,42060.461896549314,42063.170826734786,0.6440354744029825,0.010559960898675646,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,335.5197908155176,2226,-2.4430216203012494,202831.92939019133,-0.5942035126754354,125002.30385625365,-0.4003084512438384,116846.30896418399,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.7353116228960186,27091.87331992657,1.5705503743780451,34025.04928699946,-0.5115719964975673,121496.94842030083,0.13012457225853852,94516.40380301268,1.0818447110607279,54536.14373590028,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.3168971094047262,155294.18814454597,0.0011838353391739331,99965.67316465788,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.598765410425706,32817.50395006118,sample,500
385,2026-01-08T18:41:58.008049,42062.03981085091,42059.97140176145,42064.10821994037,0.983503937877888,0.009750995131802005,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,336.4981123659011,2233,-1.9430216203012491,181799.95947989746,-0.2057051824721314,108662.15394598925,-0.8104852310635771,134100.02941982812,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.6425731731323427,30992.49535255671,1.5705503743780451,34025.04928699946,-0.5115719964975673,121496.94842030083,0.13012457225853852,94516.40380301268,0.9291267347099541,60959.50638182793,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.3168971094047262,155294.18814454597,-0.14248271203761084,106008.35450640794,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.5095668335333754,36569.23729466749,sample,500
386,2026-01-08T18:41:58.010638,42062.25377603678,42060.20053520301,42064.307016870545,0.9762866463125094,0.009955468173546232,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,4,337.1415566683805,2237,-1.4430216203012491,160767.83893557274,-0.2057051824721314,108662.15394598925,-1.4539295335429308,161166.03183511848,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.7860174756116964,24958.61348159105,1.5705503743780451,34025.04928699946,-0.5115719964975673,121496.94842030083,0.13012457225853852,94516.40380301268,0.9291267347099541,60959.50638182793,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.3168971094047262,155294.18814454597,-0.14248271203761084,106008.35450640794,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.5095668335333754,36569.23729466749,sample,500
387,2026-01-08T18:41:58.013476,42062.28121765812,42060.20053520301,42064.36190011323,0.9893340992820222,0.010038783458414838,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,6,338.2020599599512,2243,-1.0571459941710708,144536.25381424787,-0.7057051824721314,129694.31283452472,-1.4003084512438384,158910.48840566125,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.7860174756116964,24958.61348159105,1.5853853316041024,33401.026277469886,-0.5115719964975673,121496.94842030083,0.13012457225853852,94516.40380301268,0.9291267347099541,60959.50638182793,-0.1277374403310482,105376.51277466625,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.2712287750600542,153373.18081632216,-0.14248271203761084,106008.35450640794,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.5095668335333754,36569.23729466749,sample,500
388,2026-01-08T18:41:58.016796,42063.266936733824,42062.023000903515,42064.51087256413,0.5914594471133326,0.010139799016167983,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,8,339.5749625420832,2251,-0.943021620301249,139735.61128810977,-0.8882051755693819,137371.46459040733,-1.4003084512438386,158910.54373228856,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.7860174756116964,24958.61348159105,1.5853853316041024,33401.026277469886,-0.5115719964975673,121496.94842030083,0.13012457225853852,94516.40380301268,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.2712287750600542,153373.18081632216,0.004125858288020756,99841.33752591914,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.4875788441085644,37494.09661159751,sample,500
389,2026-01-08T18:41:58.019287,42063.6593473923,42062.023000903515,42065.29569388108,0.7780333495331264,0.010139799016167983,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,6,341.0749625420832,2257,-0.44302162030124903,118703.06895699722,-1.3882051755693818,158404.00383265567,-1.4003084512438386,158910.54682115276,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.7860174756116964,24958.61348159105,1.5853853316041024,33401.026277469886,-0.5115719964975673,121496.94842030083,0.13012457225853852,94516.40380301268,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.06244740174945643,102578.98080962143,1.9466241740662265,18196.045338617318,-1.2712287750600542,153373.18081632216,0.004125858288020756,99841.33752591914,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.4875788441085644,37494.09661159751,sample,500
390,2026-01-08T18:41:58.022409,42063.68475700705,42062.023000903515,42065.3465131106,0.7901143768747121,0.009982602846687772,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,342.22201785208813,2264,-0.44302162030124903,118703.06895699722,-1.800112990047271,175731.41614052662,-0.9003084512438387,137877.89696198294,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.8154990378530989,23718.46135015862,1.5853853316041024,33401.026277469886,-0.5254690711684417,122081.48749475242,0.13012457225853852,94516.40380301268,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,1.9466241740662265,18196.045338617318,-1.2712287750600542,153373.18081632216,0.004125858288020756,99841.33752591914,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.4875788441085644,37494.09661159751,sample,500
391,2026-01-08T18:41:58.025371,42063.799563773486,42062.023000903515,42065.576126643464,0.8446991895161399,0.010127374551514298,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,343.49693668236245,2271,-0.4929449924822644,120803.12436997647,-1.8466274583721223,177688.27185427037,-0.9003084512438387,137877.97561759374,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.8154990378530989,23718.46135015862,1.7710636669941828,25590.400746704294,-0.5254690711684417,122081.48749475242,0.13012457225853852,94516.40380301268,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,1.9466241740662265,18196.045338617318,-1.2712287750600542,153373.18081632216,0.004125858288020756,99841.33752591914,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.3983383492243504,41247.73236002933,sample,500
392,2026-01-08T18:41:58.028485,42063.807373823234,42062.023000903515,42065.591746742946,0.8484124624563176,0.010580000157006534,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,344.7833670056824,2278,-0.943021620301249,139735.85702031894,-1.3466274583721223,156655.48047113497,-1.2366621467447871,152026.8945193944,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.41798280365984897,82369.05500842108,1.8154990378530989,23718.46135015862,1.7710636669941828,25590.400746704294,-0.5254690711684417,122081.48749475242,0.2055913347762348,91341.84978049487,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.0026837487047966,15837.867034031296,-1.1163247888963874,146857.05297441824,0.004125858288020756,99841.33752591914,-0.10546882176288694,104406.22487384583,0.07230373662554146,96921.28213286836,1.3983383492243504,41247.73236002933,sample,500
393,2026-01-08T18:41:58.032110,42064.04480753641,42062.023000903515,42066.066614169315,0.9612992008498372,0.011298622032773825,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,12,346.82673448729673,2290,-0.7696316516401873,132442.14613765496,-1.2935163125957987,154421.70026165654,-1.9003084512438384,179943.54330960018,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0069651132563832985,99714.40746641885,0.5477589796066888,76909.88174610915,1.8154990378530989,23718.46135015862,1.7179525212178592,27824.362981952356,-0.5254690711684417,122081.48749475242,0.2055913347762348,91341.84978049487,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.0026837487047966,15837.867034031296,-1.0452469180863047,143867.10144925234,0.16395070826958952,93118.15465003607,0.024108617336611377,98955.41260389531,0.07230373662554146,96921.28213286836,1.3983383492243504,41247.73236002933,sample,500
394,2026-01-08T18:41:58.034969,42064.41085704851,42062.023000903515,42066.798713193515,1.1353332170109278,0.011193694842952013,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,348.3921342534811,2297,-0.4430216203012489,118702.85833146647,-1.2281165464114119,151670.7285241645,-2.226918482582777,193682.95638377932,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.5477589796066888,76909.88174610915,1.8154990378530989,23718.46135015862,1.7179525212178592,27824.362981952356,-0.5254690711684417,122081.48749475242,0.2055913347762348,91341.84978049487,1.0031572650640332,57845.44874690139,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.0026837487047966,15837.867034031296,-1.0452469180863047,143867.10144925234,0.16395070826958952,93118.15465003607,0.024108617336611377,98955.41260389531,0.07230373662554146,96921.28213286836,1.3983383492243504,41247.73236002933,sample,500
395,2026-01-08T18:41:58.037910,42063.79830370634,42060.58040919545,42067.016198217236,1.5300066283410234,0.011230921760210281,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,349.48299262799964,2304,-0.4365794939848206,118431.89875952815,-1.59432009807391,167075.91775379318,-1.9003084512438384,179943.4603193085,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.8154990378530989,23718.46135015862,1.7179525212178592,27824.362981952356,-0.5254690711684417,122081.48749475242,0.2055913347762348,91341.84978049487,0.9743037748083246,59059.075624335346,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.0026837487047966,15837.867034031296,-1.0452469180863047,143867.10144925234,0.16395070826958952,93118.15465003607,0.024108617336611377,98955.41260389531,0.07230373662554146,96921.28213286836,1.3983383492243504,41247.73236002933,sample,500
396,2026-01-08T18:41:58.049071,42063.923689731106,42060.58040919545,42067.26697026676,1.589618961995759,0.011190844788466147,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,6,350.66984868423737,2310,-0.3353345184253255,114173.47632398098,-2.1799311787521636,191710.96401450576,-1.4003084512438384,158909.83824510107,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.8154990378530989,23718.46135015862,1.7179525212178592,27824.362981952356,-0.5254690711684417,122081.48749475242,0.29120241545448816,87740.42559398974,0.9743037748083246,59059.075624335346,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.0026837487047966,15837.867034031296,-1.0452469180863047,143867.10144925234,0.06270573271009446,97376.57708558324,0.024108617336611377,98955.41260389531,0.07230373662554146,96921.28213286836,1.3983383492243504,41247.73236002933,sample,500
397,2026-01-08T18:41:58.053231,42063.9703595226,42060.58040919545,42067.36030984976,1.6118071110181873,0.01111514250507221,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,10,352.2781214535537,2320,-0.5099844246584176,121522.72204313154,-2.2057051824721317,192795.20035137713,-1.1574571230733774,148693.74016339527,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.678621364828404,29475.615722637354,1.540159833949652,35302.42660096373,-0.5254690711684417,122081.48749475242,0.29120241545448816,87740.42559398974,0.9743037748083246,59059.075624335346,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.1529957034201566,9514.639876142423,-1.0452469180863047,143867.10144925234,0.06270573271009446,97376.57708558324,0.024108617336611377,98955.41260389531,0.0616240031515355,97370.47792140057,1.5309490700584978,35669.161763579745,sample,500
398,2026-01-08T18:41:58.056511,42064.45169983769,42061.46793804351,42067.43546163188,1.4186619216987642,0.011029419406546122,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,7,353.43389580176404,2327,-0.41024909166169143,117327.74446980897,-2.2057051824721317,192795.20503290283,-1.2134961382869924,151051.15313770177,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.6205047458507564,31920.086028433172,1.540159833949652,35302.42660096373,-0.46943005595482656,119724.06983892026,0.29120241545448816,87740.42559398974,0.9743037748083246,59059.075624335346,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.1529957034201566,9514.639876142423,-1.0452469180863047,143867.10144925234,0.021087018691015882,99127.08435311,0.024108617336611377,98955.41260389531,0.0616240031515355,97370.47792140057,1.5309490700584978,35669.161763579745,sample,500
399,2026-01-08T18:41:58.059424,42064.59796240114,42061.46793804351,42067.72798675876,1.4881988699476882,0.01099494667649852,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,6,354.6687457542871,2333,-0.7105039422259667,129959.55941621678,-1.7057051824721314,171761.3616926648,-1.4003084512438384,158909.87183927678,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.6205047458507564,31920.086028433172,1.540159833949652,35302.42660096373,-0.46943005595482656,119724.06983892026,0.40216097347658886,83072.68136864252,0.9743037748083246,59059.075624335346,-0.2580129323585193,110856.16351677976,-0.16612407484209535,106939.83141790115,2.1529957034201566,9514.639876142423,-1.0452469180863047,143867.10144925234,0.021087018691015882,99127.08435311,0.024108617336611377,98955.41260389531,0.0616240031515355,97370.47792140057,1.4070576755575184,40880.21568118219,sample,500
400,2026-01-08T18:41:58.063902,42064.75401023475,42061.46793804351,42068.040082425985,1.562387451706988,0.01099849703304834,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,12,356.73987536565005,2345,0.0012473380644389964,100019.51050643151,-2.4133760036751117,201531.63597066124,-1.4003084512438382,158909.86986813482,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.6205047458507564,31920.086028433172,1.540159833949652,35302.42660096373,-0.5848670683859518,124579.52003615556,0.5245477845822355,77924.11796179278,0.9743037748083246,59059.075624335346,-0.0968751673264405,104077.41355861773,-0.30117494538209877,112620.26927912436,2.1529957034201566,9514.639876142423,-1.0452469180863047,143867.10144925234,-0.01603013356300636,100688.28626259403,0.024108617336611377,98955.41260389531,0.0616240031515355,97370.47792140057,1.4070576755575184,40880.21568118219,sample,500
401,2026-01-08T18:41:58.067536,42064.12823253116,42060.20053520301,42068.055929859314,1.8674806744786256,0.010730059489189812,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,9,357.97833747671956,2354,-0.4430216203012489,118709.42706213084,-2.2057051824721317,192795.326237058,-1.0056122259503277,142306.893260514,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.6205047458507564,31920.086028433172,1.540159833949652,35302.42660096373,-0.5446850569166002,122889.14093028863,0.4854562298855178,79568.35841073042,0.9743037748083246,59059.075624335346,-0.0968751673264405,104077.41355861773,-0.30117494538209877,112620.26927912436,1.9938071585167199,16210.148318596475,-1.0452469180863047,143867.10144925234,-0.01603013356300636,100688.28626259403,0.024108617336611377,98955.41260389531,0.0616240031515355,97370.47792140057,1.4070576755575184,40880.21568118219,sample,500
402,2026-01-08T18:41:58.070482,42064.22382879355,42060.20053520301,42068.24712238409,1.9129289568807213,0.010491850421220921,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,6,359.1170281582299,2360,-0.4430216203012489,118709.42706213084,-2.2057051824721317,192795.29131603395,-0.8669215444399747,136473.57030484866,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.6205047458507564,31920.086028433172,1.540159833949652,35302.42660096373,-0.5446850569166002,122889.14093028863,0.4854562298855178,79568.35841073042,0.9352811927914775,60700.373249365344,-0.1965432668199464,108269.47381027715,-0.30117494538209877,112620.26927912436,1.9938071585167199,16210.148318596475,-1.0452469180863047,143867.10144925234,-0.01603013356300636,100688.28626259403,0.024108617336611377,98955.41260389531,0.0616240031515355,97370.47792140057,1.4070576755575184,40880.21568118219,sample,500
403,2026-01-08T18:41:58.073594,42066.563382077264,42064.758407361536,42068.368356793,0.8581517341157937,0.010769354373733912,0.1476399105813395,0.0735713292814916,0.2581007704157051,neutral,5,359.89186372295694,2365,-0.9237494332571001,138932.86177691308,-1.7057051824721317,171761.12451134739,-1.077108127324143,145315.89780395062,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.05843465292800354,102465.25393592025,0.609763863869529,74301.52127545567,1.6205047458507564,31920.086028433172,1.6641944033693739,30084.494645638657,-0.5446850569166002,122889.14093028863,0.4854562298855178,79568.35841073042,0.9352811927914775,60700.373249365344,-0.1965432668199464,108269.47381027715,-0.30117494538209877,112620.26927912436,1.95184657407322,17975.210165843993,-1.0452469180863047,143867.10144925234,-0.01603013356300636,100688.28626259403,0.13294902820040894,94376.68730277526,0.0616240031515355,97370.47792140057,1.4070576755575184,40880.21568118219,sample,500
