step,timestamp,mid_price,best_bid,best_ask,spread_bps,imbalance,sentiment,epistemic_uncertainty,aleatoric_uncertainty,regime,fills_this_step,total_volume,trade_count,mm_0_position,mm_0_cash,mm_1_position,mm_1_cash,mm_2_position,mm_2_cash,informed_0_position,informed_0_cash,informed_1_position,informed_1_cash,informed_2_position,informed_2_cash,informed_3_position,informed_3_cash,informed_4_position,informed_4_cash,noise_0_position,noise_0_cash,noise_1_position,noise_1_cash,noise_2_position,noise_2_cash,noise_3_position,noise_3_cash,noise_4_position,noise_4_cash,noise_5_position,noise_5_cash,noise_6_position,noise_6_cash,noise_7_position,noise_7_cash,noise_8_position,noise_8_cash,noise_9_position,noise_9_cash,noise_10_position,noise_10_cash,noise_11_position,noise_11_cash,noise_12_position,noise_12_cash,noise_13_position,noise_13_cash,noise_14_position,noise_14_cash,data_source,replay_interval_ms
608,2026-01-08T18:41:58.820552,42128.841192401305,42127.5322226921,42130.15016211051,0.6214126342707951,0.013317505811298664,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,9,615.8276856202602,3850,-3.071307011689003,229477.7256562382,-0.7082731258049255,129838.58228984255,-2.440152353619382,202740.99564990896,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.751388641102362,131614.7372051105,0.6894902058845644,70931.54364390243,2.3861756961222316,-340.5379547213097,2.5516980552411948,-7301.702178875631,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.9486228845304503,18022.502082060404,-0.2330092861650382,109774.55269603504,0.5060459918426244,78612.15797776224,2.80550133560323,-17976.660746783677,-1.146428435544989,148105.88902991952,-0.37452280201903515,115772.67716039339,0.9816356255260303,58634.19971656878,0.23506182455838667,90077.82080296217,2.2302623442503124,6220.085805694824,sample,500
609,2026-01-08T18:41:58.824185,42128.84642417666,42127.5322226921,42130.16062566123,0.6238962592676581,0.013496793415622847,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,5,617.0370505506104,3855,-3.012471329485364,226998.96953010868,-0.6794721884844839,128625.26987483191,-1.940152353619382,181675.9205688537,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.751388641102362,131614.7372051105,0.6894902058845644,70931.54364390243,2.3861756961222316,-340.5379547213097,2.732262048270985,-14908.890319090971,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.9486228845304503,18022.502082060404,-0.2330092861650382,109774.55269603504,0.4772450545221828,79825.47039277288,2.80550133560323,-17976.660746783677,-1.146428435544989,148105.88902991952,-0.37452280201903515,115772.67716039339,0.9816356255260303,58634.19971656878,0.23506182455838667,90077.82080296217,2.2302623442503124,6220.085805694824,sample,500
610,2026-01-08T18:41:58.827885,42128.97177068498,42127.5322226921,42130.41131867786,0.683400487777523,0.013615841810065154,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,7,618.1729965808012,3862,-3.071307011689003,229477.73532083747,-0.6642717569790805,127984.9132067892,-2.0020622701011677,184284.20501663018,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.751388641102362,131614.7372051105,0.6894902058845644,70931.54364390243,2.3861756961222316,-340.5379547213097,2.732262048270985,-14908.890319090971,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.9486228845304503,18022.502082060404,-0.2330092861650382,109774.55269603504,0.4772450545221828,79825.47039277288,2.80550133560323,-17976.660746783677,-1.146428435544989,148105.88902991952,-0.38972323352443855,116413.03382843609,0.9816356255260303,58634.19971656878,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
611,2026-01-08T18:41:58.832195,42128.35810814475,42126.15578104536,42130.560435244144,1.0455318926689898,0.013483355733036821,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,9,619.4468595864058,3871,-2.571307011689003,208412.52754539953,-0.4799954601489813,120221.81665808162,-2.591648978875714,209123.7407435262,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.751388641102362,131614.7372051105,0.6894902058845644,70931.54364390243,2.3861756961222316,-340.5379547213097,2.755281985914413,-15878.730547367086,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.9486228845304503,18022.502082060404,-0.16644251503392,106970.06497285307,0.4772450545221828,79825.47039277288,2.80550133560323,-17976.660746783677,-1.213253675759517,150921.0624064654,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
612,2026-01-08T18:41:58.835860,42128.45489142422,42126.15578104536,42130.754001803085,1.091476240839154,0.013632948786554801,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,6,620.576800827518,3877,-2.352744878057492,199204.35014578927,-0.4799954601489813,120221.81665808162,-2.940152353619382,223806.42473504625,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.751388641102362,131614.7372051105,0.7524422282021013,68279.33038292917,2.3861756961222316,-340.5379547213097,2.755281985914413,-15878.730547367086,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.9486228845304503,18022.502082060404,-0.16644251503392,106970.06497285307,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-1.213253675759517,150921.0624064654,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
613,2026-01-08T18:41:58.839539,42128.51007258554,42126.15578104536,42130.864364125715,1.1176713993071752,0.013760050941606327,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,6,621.8308505778189,3883,-2.071307011689003,187347.10737316785,-1.3721350360520412,157808.73903246154,-2.440152353619382,202741.02119823615,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.5690129111846574,123931.11019204839,0.7524422282021013,68279.33038292917,2.3861756961222316,-340.5379547213097,2.6836079655312792,-12859.37959925338,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.9486228845304503,18022.502082060404,-0.16644251503392,106970.06497285307,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-1.213253675759517,150921.0624064654,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
614,2026-01-08T18:41:58.843630,42128.62142290553,42125.83094289587,42131.411902915206,1.3247430917130423,0.013722331231504879,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,11,623.6224794128066,3894,-2.1640167968407686,191253.09649847235,-1.7455887936438,173543.63199088647,-1.9401523536193819,181675.3924528807,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.5690129111846574,123931.11019204839,0.7524422282021013,68279.33038292917,2.3861756961222316,-340.5379547213097,2.6836079655312792,-12859.37959925338,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.8661437623716222,21497.03043080707,-0.2466960389971394,110350.816359968,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-1.0843574868939447,145490.5293322298,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
615,2026-01-08T18:41:58.848009,42128.6957906614,42125.83094289587,42131.560638426934,1.3600457891071895,0.013728076698473375,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,10,625.4165736362837,3904,-2.071307011689003,187347.09323710416,-1.33880396657835,156406.00569731568,-2.440152353619382,202741.14844572716,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.5690129111846574,123931.11019204839,0.6247206791597906,73659.70676565034,2.4747760862326422,-4073.406196873286,2.6836079655312792,-12859.37959925338,-0.799272368016737,133584.4415692672,-0.5495396148309809,123130.46360581159,1.8661437623716222,21497.03043080707,-0.26576890780203477,111154.27680683906,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-1.025658071374365,143017.43430688212,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
616,2026-01-08T18:41:58.852353,42128.786254912644,42125.83094289587,42131.74156692943,1.402989394898889,0.01369732478352836,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,10,627.2575902888018,3914,-2.467336721545086,204032.53696065414,-1.4137978423529796,159566.66229097472,-1.9401523536193823,181675.29909987116,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.7540094446282717,131724.24288491588,0.6612257687377213,72121.68376567535,2.4747760862326422,-4073.406196873286,2.6836079655312792,-12859.37959925338,-0.799272368016737,133584.4415692672,-0.5242021869602271,122062.95364279028,1.8661437623716222,21497.03043080707,-0.26576890780203477,111154.27680683906,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-0.9314804697487229,139049.5836056579,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
617,2026-01-08T18:41:58.855763,42129.27546254836,42125.83094289587,42132.71998220085,1.6352142849227702,0.013870471489033613,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,8,628.8925098488845,3922,-3.102256281627755,230783.11228640663,-0.9137978423529796,138500.5685236744,-1.9401523536193823,181675.3150583308,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.7540094446282717,131724.24288491588,0.6612257687377213,72121.68376567535,2.4747760862326422,-4073.406196873286,2.8185275256139484,-18543.877116165164,-0.799272368016737,133584.4415692672,-0.5242021869602271,122062.95364279028,1.8661437623716222,21497.03043080707,-0.26576890780203477,111154.27680683906,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-0.9314804697487229,139049.5836056579,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
618,2026-01-08T18:41:58.859225,42129.424773157516,42125.83094289587,42133.01860341917,1.706090354189746,0.014077362738402781,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,7,630.5536634514041,3929,-3.071307011689003,229479.04153227078,-0.9137978423529796,138500.6557441416,-2.1322552260776853,189769.18632496372,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.7540094446282717,131724.24288491588,0.6612257687377213,72121.68376567535,2.4747760862326422,-4073.406196873286,2.8185275256139484,-18543.877116165164,-0.799272368016737,133584.4415692672,-0.5242021869602271,122062.95364279028,1.8661437623716222,21497.03043080707,-0.26576890780203477,111154.27680683906,0.5442342733168032,77003.17706183634,2.80550133560323,-17976.660746783677,-0.770326867229172,132259.69587269364,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
619,2026-01-08T18:41:58.863584,42128.898235561355,42124.62282403214,42133.173647090574,2.029681149176875,0.014169404928709713,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,11,632.4516938313832,3940,-2.571307011689003,208412.5060741207,-0.24830711019109838,110462.71695640795,-3.364794873894743,241699.89833359848,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.7540094446282717,131724.24288491588,0.6612257687377213,72121.68376567535,2.44462891258721,-2803.467877848845,2.8185275256139484,-18543.877116165164,-0.799272368016737,133584.4415692672,-0.659545745476676,127764.37486852346,1.8661437623716222,21497.03043080707,-0.20876750209081413,108752.63551958716,0.5442342733168032,77003.17706183634,2.9810395777090672,-25372.616767040403,-0.770326867229172,132259.69587269364,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
620,2026-01-08T18:41:58.867636,42128.94481223733,42124.62282403214,42133.26680044251,2.051790389929859,0.014217878593293118,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,8,633.6868293011978,3948,-2.6380856254081766,211226.10935576374,-0.1553077338202718,106545.15330391668,-3.4401523536193825,244874.94680816546,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.611873351184459,125735.59112870584,0.6612257687377213,72121.68376567535,2.44462891258721,-2803.467877848845,2.8185275256139484,-18543.877116165164,-0.799272368016737,133584.4415692672,-0.659545745476676,127764.37486852346,1.8661437623716222,21497.03043080707,-0.2231987450877224,109360.54618771387,0.46566613994288486,80312.83004620089,2.9810395777090672,-25372.616767040403,-0.770326867229172,132259.69587269364,-0.38972323352443855,116413.03382843609,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
621,2026-01-08T18:41:58.871668,42129.136604325264,42124.62282403214,42133.65038461839,2.142830666347235,0.014394190422245972,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,7,635.1884988210195,3955,-2.5713070116890036,208412.44905716978,-0.8685633853898662,136598.7688069471,-2.9401523536193825,223808.1516197667,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.611873351184459,125735.59112870584,0.4836295277521233,79602.85843215958,2.44462891258721,-2803.467877848845,2.8185275256139484,-18543.877116165164,-0.799272368016737,133584.4415692672,-0.659545745476676,127764.37486852346,1.8661437623716222,21497.03043080707,-0.2231987450877224,109360.54618771387,0.6449290866993502,72759.82772064752,2.9810395777090672,-25372.616767040403,-0.770326867229172,132259.69587269364,-0.24491290144488492,110311.70147146758,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
622,2026-01-08T18:41:58.875454,42133.28296001216,42132.87922395403,42133.686696070305,0.19164709216793055,0.014469180794295477,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,6,636.2873983158648,3961,-2.0713070116890036,187345.61410909204,-1.4644244695138897,161704.59412979288,-2.9166167176991467,222816.508776868,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.611873351184459,125735.59112870584,0.4836295277521233,79602.85843215958,2.44462891258721,-2803.467877848845,2.8185275256139484,-18543.877116165164,-0.799272368016737,133584.4415692672,-0.6728327687974602,128324.19541734393,1.8661437623716222,21497.03043080707,-0.2231987450877224,109360.54618771387,0.6449290866993502,72759.82772064752,2.9810395777090672,-25372.616767040403,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.8641845689104594,63582.122888730475,0.23506182455838667,90077.82080296217,2.351007942935737,1133.0355671895509,sample,500
623,2026-01-08T18:41:58.879871,42133.70095624303,42132.87922395403,42134.522688532044,0.3900593920586476,0.014484667813250581,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,11,638.1670438545402,3972,-2.0713070116890036,187345.84303994844,-1.7779811636751557,174916.07772574833,-2.6098189505357294,209889.7726213008,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.611873351184459,125735.59112870584,0.4836295277521233,79602.85843215958,2.44462891258721,-2803.467877848845,2.765464538835665,-16308.180702973481,-0.799272368016737,133584.4415692672,-0.6728327687974602,128324.19541734393,1.8661437623716222,21497.03043080707,-0.2231987450877224,109360.54618771387,0.6449290866993502,72759.82772064752,2.9158295242171812,-22625.129459079195,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.7960143033418944,66454.3324545957,0.42826405739496953,81937.4511446994,2.351007942935737,1133.0355671895509,sample,500
624,2026-01-08T18:41:58.884252,42133.895823864455,42132.87922395403,42134.91242377489,0.4825568063687955,0.014721763861685288,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,11,640.233482949033,3983,-2.0713070116890036,187345.83235460456,-1.6268801502381964,168550.03004373264,-2.9401523536193825,223808.05951419476,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.799272368016737,133584.4415692672,-0.6728327687974602,128324.19541734393,1.8661437623716222,21497.03043080707,-0.2231987450877224,109360.54618771387,0.6449290866993502,72759.82772064752,3.0818788696397568,-29621.56453761411,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.7960143033418944,66454.3324545957,0.42826405739496953,81937.4511446994,2.351007942935737,1133.0355671895509,sample,500
625,2026-01-08T18:41:58.888328,42129.74745527069,42124.107779424136,42135.38713111725,2.6772891779348384,0.014246127283119152,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,11,642.1149332215233,3994,-2.5713070116890036,208413.31456890557,-1.2454298777478878,152480.77443152963,-2.4401523536193825,202740.55874996696,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.6728327687974602,128324.19541734393,1.8661437623716222,21497.03043080707,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.0818788696397568,-29621.56453761411,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.6667061796149969,71901.36872722069,0.42826405739496953,81937.4511446994,2.351007942935737,1133.0355671895509,sample,500
626,2026-01-08T18:41:58.892505,42129.8062289542,42124.107779424136,42135.504678484256,2.705186679042445,0.014037275625143753,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,9,643.967570152433,4003,-2.0713070116890036,187345.58350429384,-0.9416196883210348,139682.56105283086,-3.07398377307449,229447.33472880666,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.7378281157152904,131062.06641607167,1.8661437623716222,21497.03043080707,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.173207950108751,-33469.756128718676,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.47039367609208727,80170.85778406831,0.42826405739496953,81937.4511446994,2.351007942935737,1133.0355671895509,sample,500
627,2026-01-08T18:41:58.894327,42381.04742499859,42347.89928455424,42414.19556544295,15.642907600628229,-0.02712551981323283,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,4,1.290500734515697,4,-1.5713070116890036,166153.89070225746,-0.9416196883210348,139682.56105283086,-2.57398377307449,208255.64192677027,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.7378281157152904,131062.06641607167,1.8661437623716222,21497.03043080707,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.0418063740372228,-27911.639821071458,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.47039367609208727,80170.85778406831,0.26916489895080087,88667.13927720794,2.351007942935737,1133.0355671895509,sample,500
628,2026-01-08T18:41:58.894741,42406.81763743085,42387.90862622941,42425.726648632306,8.917910965692895,-0.018892054180865026,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,3,2.3611191004728926,7,-1.0713070116890036,144946.79291953598,-1.4416196883210348,160889.65883555234,-2.07398377307449,187042.7786024541,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.7378281157152904,131062.06641607167,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.0418063740372228,-27911.639821071458,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.47039367609208727,80170.85778406831,0.26916489895080087,88667.13927720794,2.351007942935737,1133.0355671895509,sample,500
629,2026-01-08T18:41:58.895137,42444.57698092636,42434.88641950124,42454.26754235148,4.566218873838138,-0.029554911790317117,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,3,3.039073235067879,10,-0.893352877094017,137396.9471467203,-1.5122380542782308,163887.70983730283,-1.57398377307449,165827.89976686056,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.9157822503102769,138611.91218888733,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.0418063740372228,-27911.639821071458,-0.6847143957046001,128652.52779200388,-0.24491290144488492,110311.70147146758,0.47039367609208727,80170.85778406831,0.26916489895080087,88667.13927720794,2.351007942935737,1133.0355671895509,sample,500
630,2026-01-08T18:41:58.895544,42462.04326429376,42456.018835395706,42468.06769319181,2.837559587303145,-0.012870604771677794,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,7,4.562189093168533,17,-1.2776431686243024,153712.13417514626,-1.347885464263185,156905.15760861724,-1.07398377307449,144600.49190579518,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.7798077970286406,132839.06628236244,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.0418063740372228,-27911.639821071458,-0.507016923413147,121108.51176174294,-0.24491290144488492,110311.70147146758,0.3766594520342374,84148.45893558326,0.26916489895080087,88667.13927720794,2.351007942935737,1133.0355671895509,sample,500
631,2026-01-08T18:41:58.895947,42473.41573295859,42467.91627128117,42478.915194636014,2.589601793272465,-0.012765115470477643,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,6,5.8583168753322,23,-1.4219435965358311,159844.07368899294,-0.847885464263185,135667.344588878,-0.9221564188223521,138152.70053772524,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.7798077970286406,132839.06628236244,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.1861068019487515,-34039.8001617748,-0.507016923413147,121108.51176174294,-0.39674025569702265,116759.4928395375,0.3766594520342374,84148.45893558326,0.26916489895080087,88667.13927720794,2.351007942935737,1133.0355671895509,sample,500
632,2026-01-08T18:41:58.896336,42488.79818056666,42476.31067531885,42501.285685814466,5.878022341201756,-0.016156012415226653,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,4,6.614421150578913,27,-1.2776431686243024,153709.12146745797,-1.0815227898698367,145597.23131135598,-0.7553890412707619,131070.43751108318,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.7861558282364602,-17179.998660375193,-0.9820904672522086,141286.46572475095,-0.6904708993335176,129044.13178141943,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.6449290866993502,72759.82772064752,3.1861068019487515,-34039.8001617748,-0.507016923413147,121108.51176174294,-0.39674025569702265,116759.4928395375,0.3766594520342374,84148.45893558326,0.26916489895080087,88667.13927720794,2.184240565384147,8215.298593831618,sample,500
633,2026-01-08T18:41:58.896751,42505.403343458485,42501.62114055316,42509.18554636382,1.779633932547277,-0.018837748007882044,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,5,7.406367447958786,32,-1.1193499567223795,146981.45644628917,-1.3478854642631848,156917.98743178527,-0.5715122063823144,123259.14027993575,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.44462891258721,-2803.467877848845,2.8588902226355075,-20271.3039359138,-0.9820904672522086,141286.46572475095,-0.6904708993335176,129044.13178141943,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.46105225181090276,80571.12495179495,3.1861068019487515,-34039.8001617748,-0.507016923413147,121108.51176174294,-0.3614051876046445,115257.70701581563,0.3766594520342374,84148.45893558326,0.26916489895080087,88667.13927720794,2.184240565384147,8215.298593831618,sample,500
634,2026-01-08T18:41:58.897178,42506.37979883771,42501.62114055316,42511.138457122266,2.2390324968038695,-0.009502674570702568,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,7,8.809658488211301,39,-0.7776431686243024,132455.16759288224,-0.7273173936043185,130538.3538033145,-0.6959419640740411,128548.79093735492,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.546299247026598,-7125.390989093661,2.8588902226355075,-20271.3039359138,-0.9820904672522086,141286.46572475095,-0.8110389699923839,134168.47024221002,1.9367621283288181,18500.994940333996,-0.2925227946156621,112280.75992173495,0.46105225181090276,80571.12495179495,3.1861068019487515,-34039.8001617748,-0.507016923413147,121108.51176174294,-0.3614051876046445,115257.70701581563,0.5577120871884989,76451.90667274469,0.26916489895080087,88667.13927720794,2.184240565384147,8215.298593831618,sample,500
635,2026-01-08T18:41:58.897580,42517.13178778484,42504.15207579023,42530.11149977945,6.105638573831489,-0.019618039911540586,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,4,9.41277217660306,43,-0.2776431686243024,111199.3766982253,-0.6242037052125609,126155.59391081559,-1.0715122063823144,144514.7095084969,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.669724634998519,71761.8162775679,2.546299247026598,-7125.390989093661,2.8588902226355075,-20271.3039359138,-0.9820904672522086,141286.46572475095,-0.8110389699923839,134168.47024221002,1.9367621283288181,18500.994940333996,-0.3493453079664567,114696.45088106014,0.29033131907821297,87828.06620848364,3.1861068019487515,-34039.8001617748,-0.507016923413147,121108.51176174294,-0.3614051876046445,115257.70701581563,0.5577120871884989,76451.90667274469,0.26916489895080087,88667.13927720794,2.184240565384147,8215.298593831618,sample,500
636,2026-01-08T18:41:58.898036,42528.83813675701,42522.90733024527,42534.76894326876,2.7890752588519936,0.0025900862127020132,0.0126311767113092,0.0848852529237985,0.2922938582422436,neutral,6,10.140635078646307,49,-0.2776431686243024,111199.3766982253,-0.49191347367805416,120531.86745634636,-1.6670848768910556,169844.92671576707,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,0.0,100000.0,-0.8054767036075312,133892.65779369976,0.845770134081842,64274.13644820782,2.546299247026598,-7125.390989093661,2.9539152744150017,-24312.729983368008,-0.8162943037165455,134235.13640334352,-0.8110389699923839,134168.47024221002,1.9367621283288181,18500.994940333996,-0.3493453079664567,114696.45088106014,0.29033131907821297,87828.06620848364,3.0538165704142446,-28416.073707305568,-0.507016923413147,121108.51176174294,-0.20269923149438399,108507.92500676714,0.5577120871884989,76451.90667274469,0.26916489895080087,88667.13927720794,2.184240565384147,8215.298593831618,sample,500
